,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_noteUsers,GK_nbAvis,GK_noteGK,GK_licence,GK_dateTestGK,GK_distributeur,GK_developpeur,GK_frenchName
9890,8954,Thor: God of Thunder,X360,2011.0,Action,Sega,0.09,0.04,0.0,0.01,0.15,4.2,5.0,2,Marvel ,,,Liquid Entertainment,
9891,8955,Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,5.8,22.0,5,Medal of Honor ,,,,Medal of Honor : Soleil Levant
9892,8956,Risen 2: Dark Waters,X360,2012.0,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.15,6.5,27.0,7.0,Risen,2012-04-23,,Piranha Bytes,Risen 2 : Dark Waters
9893,8956,Risen 2: Dark Waters,X360,2012.0,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.15,6.5,27.0,7.0,Risen,2012-04-23,,Piranha Bytes,Risen 2: Dark Waters
9894,8957,Blazing Dragons,PS,1996.0,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,7.0,3.0,,,,,The Illusions Game Company,
9895,8958,Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.15,6.8,18.0,7.0,Geometry Wars,2008-01-24,Vivendi Games,Kuju Entertainment,Geometry Wars : Galaxies
9896,8958,Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.15,6.8,18.0,7.0,Geometry Wars,2008-01-24,Vivendi Games,Kuju Entertainment,Geometry Wars: Galaxies
9897,8959,Super Monkey Ball Deluxe,XB,2005.0,Misc,Sega,0.11,0.03,0.0,0.01,0.15,7.2,6.0,6.0,Super Monkey Ball,2005-09-02,,Sega,Super Monkey Ball Deluxe
9898,8960,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999.0,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,7.5,10.0,6,Megami Tensei ,,,Atlus,
9899,8961,Shin Chan: ¡Aventuras de Cine!,DS,2008.0,Platform,505 Games,0.0,0.0,0.15,0.0,0.15,,,,Crayon Shinchan ,,,Inti Creates,
9900,8962,Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.13,0.0,0.01,0.15,7.5,147.0,6.0,Alien,2014-10-03,,The Creative Assembly,Alien : Isolation
9901,8962,Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.13,0.0,0.01,0.15,7.5,147.0,6.0,Alien,2014-10-03,,The Creative Assembly,Alien: Isolation
9902,8963,High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,5.5,2.0,,,,,San Diego Studio,
9903,8964,Tamagotchi Collection,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,,,Tamagotchi Collection
9904,8965,Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,,,,Pac-Man ,,,Bandai Namco Games,
9905,8966,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010.0,Sports,Black Bean Games,0.12,0.02,0.0,0.01,0.15,,,,NewU ,,Tradewest Games,Lightning Fish Games,
9906,8967,Backyard Sports: Sandlot Sluggers,DS,2010.0,Sports,Atari,0.14,0.0,0.0,0.01,0.15,,,,Backyard Sports ,,,,Backyard Sports : Sandlot Sluggers
9907,8968,Turbo Prop Racing,PS,1997.0,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,7.0,3.0,,,,,Team Soho,
9908,8969,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,10.0,1.0,,Barbie ,,,Digital Illusions Canada,
9909,8970,Tom Clancy's Ghost Recon,GC,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,,,,Ghost Recon ,,,Ubisoft Paris,Ghost Recon Wildlands
9910,8970,Tom Clancy's Ghost Recon,GC,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,,,,Ghost Recon ,,,Ubisoft Paris,Tom Clancy's Ghost Recon
9911,8971,Dance Dance Revolution (North America),PS,2001.0,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,,,,Dancing Stage ,,,KCET,
9912,8972,Bakugan Battle Brawlers: Defenders of the Core,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.15,,,,Bakugan ,,,,Bakugan : les protecteurs de la terre
9913,8973,Mad Dash Racing,XB,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,0.0,0.0,6.0,,2002-01-07,,Crystal Dynamics,Mad Dash Racing
9914,8974,Dreamworks 2-in-1 Party Pack,DS,2010.0,Misc,Activision,0.14,0.0,0.0,0.01,0.15,,,,,,,,Dreamworks Party Pack
9915,8975,Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,Summon Night ,,Gaijinworks,Felistella,
9916,8976,MotoGP 2: Ultimate Racing Technology,PS2,2001.0,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,7.8,4.0,7,MotoGP ,,,Black Rock Studio,
9917,8977,Black * Rock Shooter: The Game,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15,6.4,7.0,,,,,imageepoch,
9918,8978,Travel Games For Dummies,DS,2008.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.15,,,,,,,,
9919,8979,BMX XXX,PS2,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,5.3,3.0,4.0,,2002-12-13,,Underground Development,BMX XXX
9920,8980,SafeCracker: The Ultimate Puzzle Adventure,DS,2009.0,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.15,6.2,5.0,,,,Atari,Kheops Studio,
9921,8981,Tiger Woods PGA Tour,DS,2004.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.15,0.0,0.0,4.0,Tiger Woods,2005-03-10,,Electronic Arts,Tiger Woods PGA Tour 10
9922,8981,Tiger Woods PGA Tour,DS,2004.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.15,0.0,0.0,4.0,Tiger Woods,2005-03-10,,Electronic Arts,Tiger Woods PGA Tour
9923,8982,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,6.5,12.0,,Dragon Ball ,,,Bandai,
9924,8983,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,Sega,0.1,0.04,0.0,0.0,0.15,8.0,1.0,7,Sonic ,,,Sonic Team,
9925,8984,Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,7.2,16.0,7.0,Boktai,2003-08-29,,,Boktai : The Sun is in Your Hand
9926,8984,Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,7.2,16.0,7.0,Boktai,2003-08-29,,,Boktai: The Sun is in Your Hand
9927,8985,Cars: Mater-National Championship,X360,2007.0,Racing,THQ,0.13,0.0,0.0,0.01,0.15,,,,,,,,
9928,8986,Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,,Muzzy Lane Software,
9929,8987,Drawn to Life Collection,DS,2010.0,Misc,THQ,0.14,0.0,0.0,0.01,0.15,,,,,,,,
9930,8988,Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,8.0,24.0,7,Guilty Gear ,,,Arc System Works,
9931,8989,Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,,,,,,,,
9932,8990,Dynasty Warriors 8: Xtreme Legends,PSV,2013.0,Action,Tecmo Koei,0.04,0.03,0.05,0.02,0.15,5.9,16.0,5,Dynasty Warriors ,,,Omega Force,
9933,8991,Moshi Monsters: Katsuma Unleashed,DS,2013.0,Action,Activision,0.0,0.13,0.0,0.02,0.15,,,,,,,,Moshi Monsters Katsuma Unleashed
9934,8992,Elf: The Movie,GBA,2004.0,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,,,,,,,,
9935,8993,Metal Slug 7,DS,2008.0,Shooter,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,6.6,27.0,6,Metal Slug ,,Ignition Entertainment,,Metal Slug XX
9936,8994,MLB SlugFest 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,,,,MLB Slugfest ,,,Midway Games,
9937,8995,Tamagotchi no Appare! Niji Venture,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,,,
9938,8996,Grabbed by the Ghoulies,XB,2003.0,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,6.6,11.0,6.0,,2003-11-24,Xbox Game Studios,Rare,Grabbed by the Ghoulies
9939,8997,Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.14,7.4,27.0,,Ys ,,,Falcom,
9940,8998,Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,7.3,27.0,7,Shadow Hearts ,,,Nautilus,
9941,8999,Mega Man Powered Up,PSP,2006.0,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,7.3,6.0,,Mega Man ,,,Capcom,
9942,9000,CSI: 3 Dimensions of Murder,PS2,2007.0,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,,,,,,,,
9943,9001,Barbarian,PS2,2002.0,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,6.5,14.0,,Barbarian (Psygnosis) ,,,Mastertronic,
9944,9002,QuickSpot,DS,2006.0,Misc,Namco Bandai Games,0.02,0.0,0.13,0.0,0.14,,,,,,,,QuickSpot
9945,9003,Deception IV: Blood Ties,PSV,2014.0,Action,Tecmo Koei,0.03,0.03,0.07,0.02,0.14,5.0,5.0,,Deception ,,,,Deception IV : Blood Ties
9946,9004,Tennis no Oji-Sama: Aim at The Victory!,GBA,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,The Prince of Tennis ,,,Konami,
9947,9005,L.A. Rush,XB,2005.0,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,0.0,0.0,4.0,Rush,2005-12-19,Nobilis,Midway Games,L.A. Rush
9948,9006,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994.0,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14,,,,,,,,
9949,9007,Where the Wild Things Are,DS,2009.0,Platform,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,4.5,2.0,,,,,Griptonite Games,
9950,9008,Pipe Dreams 3D,PS,2001.0,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,,,,Pipe Mania ,,,Sick Puppies,
9951,9009,Derby Stallion Gold,3DS,2014.0,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14,,,,,,,ParityBit,
9952,9010,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013.0,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,,,,Adventure Time ,,,WayForward,
9953,9011,Lost Dimension,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.07,0.03,0.02,0.03,0.14,6.9,7.0,,,,NIS America,Lancarse,
9954,9012,Fox Sports Golf '99,PS,1997.0,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14,,,,,,,,
9955,9013,Jurassic: The Hunted,PS2,2009.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.14,9.5,2.0,,,,,,Jurassic : The Hunted
9956,9014,Power Rangers: Super Legends,PS2,2007.0,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,5.0,1.0,,Power Rangers ,,,Behaviour Interactive,
9957,9015,Sakura Wars GB,GB,2000.0,Adventure,Media Factory,0.0,0.0,0.14,0.0,0.14,,,,Sakura Taisen ,,,Jupiter,
9958,9016,Shining Force CD,SCD,1994.0,Strategy,Sega,0.0,0.0,0.14,0.0,0.14,7.3,3.0,,,,Sega,Supersonic Software,
9959,9017,Rayman 3,GBA,2003.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,7.7,113.0,8,Rayman ,,,Ubisoft,
9960,9018,Fatal Frame,PS2,2001.0,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,,,5,,,,,
9961,9019,The Fifth Element,PS,1998.0,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,4.0,3.0,,,,,Kalisto Entertainment,
9962,9020,Kung Fu Panda 2,Wii,2011.0,Action,THQ,0.08,0.05,0.0,0.01,0.14,5.0,2.0,3.0,Kung Fu Panda,2011-06-17,,,Kung Fu Panda 2
9963,9021,Fast Food Panic,DS,2010.0,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14,,,,,,,Dorasu,
9964,9022,Diner Dash: Flo on the Go,DS,2009.0,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14,,,,,,,,Diner Dash : Flo on the Go
9965,9023,Adrenalin Misfits,X360,2010.0,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14,,,,,,,,
9966,9024,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14,,,,Chibi-Robo ,,Nintendo,Skip,
9967,9025,Wild ARMs 4,PS2,2005.0,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,6.8,13.0,6,Wild Arms ,,505 Games,Media Vision,
9968,9026,Haunted House,Wii,2010.0,Action,Atari,0.13,0.0,0.0,0.01,0.14,4.0,1.0,,,,,Atari Corporation,
9969,9027,Ratatouille,GC,2007.0,Action,THQ,0.11,0.03,0.0,0.0,0.14,,,,Ratatouille ,,,Asobo Studio,Ratatouille
9970,9028,G.I. Joe: The Rise of Cobra,PS2,2009.0,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,6.0,1.0,3,G.I. Joe ,,,Double Helix,
9971,9029,Casper: Spirit Dimensions,PS2,2001.0,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,0.0,0.0,5.0,Casper,2002-06-05,,Lucky Chicken,Casper : Spirit Dimensions
9972,9029,Casper: Spirit Dimensions,PS2,2001.0,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,0.0,0.0,5.0,Casper,2002-06-05,,Lucky Chicken,Casper: Spirit Dimensions
9973,9030,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,7.7,7.0,,Super Robot Taisen ,,,Monolith Software,
9974,9031,Sengoku Musou 3 Empires,PS3,2011.0,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,,,,Samurai Warriors ,,,Omega Force,
9975,9032,Dream Pinball 3D,Wii,2008.0,Misc,SouthPeak Games,0.1,0.03,0.0,0.01,0.14,3.0,1.0,,Dream Pinball ,,,ASK Homework ,
9976,9033,Thunder Truck Rally,PS,1997.0,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,,,,,,,Ubisoft Reflections,
9977,9034,Dishonored,XOne,2015.0,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14,,,,Dishonored ,,,Arkane Studios,Dishonored
9978,9035,Klonoa: Empire of Dreams,GBA,2001.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,8.0,3.0,,Klonoa ,,,Namco,
9979,9036,G.I. Joe: The Rise of Cobra,PSP,2009.0,Action,Electronic Arts,0.11,0.02,0.0,0.02,0.14,6.0,1.0,3,G.I. Joe ,,,Double Helix,
9980,9037,Dragon Age: Origins - Ultimate Edition,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14,7.8,18.0,,Dragon Age ,,Electronic Arts,BioWare Edmonton,
9981,9038,Balloon Pop,DS,2009.0,Puzzle,UFO Interactive,0.13,0.0,0.0,0.01,0.14,,,,,,,,Balloon Pop Remix
9982,9039,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015.0,Action,Disney Interactive Studios,0.0,0.11,0.0,0.03,0.14,,,,,,,,
9983,9040,Iron & Blood,PS,1996.0,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,,Probe Software,
9984,9041,Asphalt: Urban GT 2,DS,2006.0,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,5.8,4.0,,Asphalt GT ,,,Virtuos Games,
9985,9042,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006.0,Misc,System 3 Arcade Software,0.13,0.0,0.0,0.01,0.14,7.7,3.0,6,,,,FarSight Studios,
9986,9043,Second Sight,PS2,2004.0,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,7.5,29.0,7.0,,2004-08-26,,Crytek UK,Second Sight
9987,9044,Spider-Man: Edge of Time,DS,2011.0,Action,Activision,0.12,0.01,0.0,0.01,0.14,6.0,3.0,4,,,,Beenox Studio,
9988,9045,Monster House,PS2,2006.0,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,,,,,,,Behaviour Interactive,
9989,9046,Phantom Brave,PS2,2004.0,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,7.4,21.0,8.0,Phantom,2005-02-17,,Nippon Ichi Software,Phantom Brave
9990,9047,Just Cause,X360,2006.0,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,5.6,32.0,6.0,Just Cause,2006-09-22,,Avalanche Studios,Just Cause 4
9991,9047,Just Cause,X360,2006.0,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,5.6,32.0,6.0,Just Cause,2006-09-22,,Avalanche Studios,Just Cause
9992,9048,ArmA II,PC,2009.0,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14,6.9,14.0,6.0,ArmA,2009-06-26,Digital Bros.,Bohemia Interactive,ArmA II
9993,9049,Championship Motocross 2001 featuring Ricky Carmichael,PS,2001.0,Racing,THQ,0.08,0.05,0.0,0.01,0.14,,,,Championship Motocross ,,,Tiertex Design Studios,
9994,9050,Kenka Banchou 5: Otoko no Housoku,PSP,2011.0,Action,Spike,0.0,0.0,0.14,0.0,0.14,,,,Kenka Banchô ,,,"""Y'sk""",
9995,9051,Legend of the Guardians: The Owls of Ga'Hoole,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0.0,0.01,0.14,5.3,3.0,4,,,,Tantalus Media,
9996,9052,Doshin the Giant,GC,2002.0,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,,,,Doshin ,,,Marigul,Doshin the Giant
9997,9053,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005.0,Misc,Activision,0.1,0.04,0.0,0.0,0.14,,,,,,,,
9998,9054,Star Ocean: Blue Sphere,GB,2001.0,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14,,,,Star Ocean ,,,tri-Ace,
9999,9055,Mojo!,PS2,2003.0,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,,,4,,,DreamCatcher,FarSight Studios,
10000,9056,Destroy All Humans! Big Willy Unleashed,Wii,2008.0,Action,THQ,0.13,0.0,0.0,0.01,0.14,,,4,Destroy All Humans ,,,,Destroy All Humans ! Lâchez le Gros Willy !
10001,9057,Age of Empires: Collector's Edition,PC,2000.0,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14,8.4,11.0,,Age of Empires ,,,Ensemble Studios,
10002,9058,Ford Racing Off Road,PSP,2008.0,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14,,,,,,,,
10003,9059,Kamen Rider Ryuki,PS,2002.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,,,,Kamen Rider ,,,,Kamen Rider Ryuki
10004,9060,Front Mission Alternative,PS,1997.0,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14,,,,Front Mission ,,,Squaresoft,
10005,9061,World Championship Poker: Howard Lederer - All In,PSP,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,,,6,World Championship Poker ,,Digital Bros.,Point of view,
10006,9062,FIFA Soccer 2005,GC,2004.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,7.2,23.0,7,FIFA EA Sports ,,Electronic Arts,EA Sports,
10007,9063,Cave Story 3D,3DS,2011.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,7.6,23.0,8,Cave Story ,,Nintendo,Nicalis,
10008,9064,The Orange Box,PC,2007.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,8.4,131.0,7.0,Half-Life,2008-01-21,Electronic Arts,Valve,The Orange Box
10009,9065,Super Dodgeball Brawlers,DS,2008.0,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,,,,Kunio-kun ,,,Arc System Works,
10010,9066,Victorious Boxers: Revolution,Wii,2007.0,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,5.0,2.0,4,Victorious Boxers ,,,GRANDPRIX,
10011,9067,Record of Agarest War 2,PS3,2010.0,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,5.1,7.0,,Agarest Senki ,,,Idea Factory,
10012,9068,SBK 2011: FIM Superbike World Championship,PS3,2011.0,Racing,Black Bean Games,0.01,0.1,0.0,0.03,0.14,,,5,,,,,
10013,9069,Power Stone,DC,1998.0,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,7.6,38.0,,Power Stone ,,Eidos Interactive,Capcom,
10014,9070,Jonny Moseley Mad Trix,PS2,2001.0,Sports,3DO,0.07,0.05,0.0,0.02,0.14,,,,,,,,Jonny Moseley Mad Trix
10015,9071,Monster Lab,DS,2008.0,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,5.0,2.0,5.5,,2008-11-19,,Backbone Entertainment,Monster Lab
10016,9072,Uta no * Prince-Sama: Repeat,PSP,2011.0,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14,,,,Uta no Prince sama ,,,,Uta no Prince sama : Repeat
10017,9073,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012.0,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14,6.8,16.0,,Senran Kagura ,,,Tamsoft,
10018,9074,MTV Music Generator 3: This Is the Remix,PS2,2004.0,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,,,,MTV Music Generator ,,,,MTV Music Generator 3
10019,9075,Cake Mania 3,DS,2009.0,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,,,,Cake Mania ,,,Digital Embryo,
10020,9076,.hack//Link,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,.hack ,,,CyberConnect2,
10021,9077,Terminator 3: Rise of the Machines,XB,2003.0,Action,Atari,0.11,0.03,0.0,0.01,0.14,,,1,Terminator ,,,"""Clever's Games Development""",
10022,9078,Star Wars: Knights of the Old Republic,PC,2003.0,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,8.5,161.0,8.5,Star Wars,2003-09-15,Activision,BioWare Edmonton,Star Wars : Knights of the Old Republic
10023,9078,Star Wars: Knights of the Old Republic,PC,2003.0,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,8.5,161.0,8.5,Star Wars,2003-09-15,Activision,BioWare Edmonton,Star Wars: Knights of the Old Republic
10024,9079,SSX On Tour,XB,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,7.1,30.0,7.0,SSX,2005-10-27,,EA Big,SSX On Tour
10025,9080,NCAA College Basketball 2K3,XB,2002.0,Sports,Sega,0.11,0.03,0.0,0.01,0.14,,,,NCAA ,,,Kush Games,
10026,9081,Class of Heroes,PSP,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14,,,,Class of Heroes ,,,Zerodiv,
10027,9082,Yogi Bear: The Video Game,DS,2010.0,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,6.0,1.0,,Yogi Bear ,,,Empire Interactive,
10028,9083,Our House Party!,Wii,,Simulation,Unknown,0.13,0.0,0.0,0.01,0.14,,,,,,Codemasters,Budcat Creations,
10029,9084,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,,,,,,,,
10030,9085,Cranium Kabookii,Wii,2007.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,,,,,,,Ubisoft,
10031,9086,Hero's Saga Laevatein Tactics,DS,2008.0,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,5.0,3.0,,,,,,Hero's Saga Laevatein Tactics
10032,9087,Doom,GBA,2001.0,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,,,,Doom ,,,id Software,Doom
10033,9088,Gundam Breaker 2,PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,7.7,3.0,,Mobile Suit Gundam ,,,,Gundam Breaker 2
10034,9089,TRINITY: Souls of Zill O'll,PS3,2010.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14,6.0,8.0,4,"""Zill O'll """,,,Omega Force,
10035,9090,Mary-Kate and Ashley: Winners Circle,PS,2001.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,5,,,,,
10036,9091,PaRappa The Rapper 2,PS2,2001.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,7.2,6.0,6,PaRappa The Rapper ,,,,PaRappa the Rapper 2
10037,9092,Hexyz Force,PSP,2009.0,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14,7.0,4.0,,,,,Sting,
10038,9093,OutRun 2,XB,2004.0,Racing,Sega,0.11,0.03,0.0,0.01,0.14,7.9,22.0,6,OutRun ,,,Sumo Digital,
10039,9094,Okami,PS3,2012.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14,8.8,419.0,8.75,Okami,2018-08-09,,Clover Studio,Okami
10040,9095,Marvel vs. Capcom 2: New Age of Heroes,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,7.7,111.0,8,,,,Capcom,
10041,9096,Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,8.0,98.0,8.0,Hitman,2006-05-29,Eidos Interactive,IO Interactive,Hitman : Blood Money
10042,9096,Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,8.0,98.0,8.0,Hitman,2006-05-29,Eidos Interactive,IO Interactive,Hitman: Blood Money
10043,9097,Soukaigi,PS,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,,,,,,,,
10044,9098,Naruto Shippuden: Ninja Destiny 3,DS,2006.0,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14,6.0,1.0,,Naruto ,,,Dream Factory,
10045,9099,Xevious 3D/G+,PS,1997.0,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,,,,Xevious ,,,Namco,
10046,9100,Pipe Mania,PS2,2008.0,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,,,,Pipe Mania ,,,Distinctive Software,
