,Name,Platform,Year,Genre,Publisher,DateSortie,Studio,Score,Rate,Review,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,GK_distributeur,Mois
11421,Karaoke Revolution,PS3,2009.0,Misc,Konami Digital Entertainment,2009-11-01,Blitz Games Studios,6.6,,,0.07,0.03,0.0,0.01,0.11,,,11.0
11422,Warriors Orochi 3,PSP,2012.0,Action,Ubisoft Annecy,0000-01-00,Omega Force,6.0,7.0,9.0,0.0,0.0,0.11,0.0,0.11,Dynasty Warriors,,1.0
11423,The Bachelor: The Videogame,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0000-01-00,Ludia,,,,0.1,0.0,0.0,0.01,0.11,,,1.0
11424,Space Invaders,GBA,2002.0,Shooter,Activision,0000-01-00,Torus Games,5.0,,0.0,0.08,0.03,0.0,0.0,0.11,Space Invaders,,1.0
11425,BlazBlue: Chrono Phantasma,PSV,2014.0,Fighting,Arc System Works,2014-03-01,Arc System Works,7.5,8.3,4.0,0.06,0.0,0.03,0.02,0.11,Blazblue,,3.0
11426,Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,2001-06-01,Bandai,5.1,8.7,,0.06,0.04,0.0,0.01,0.11,Digimon,,6.0
11427,Toukiden 2,PSV,2016.0,Action,Tecmo Koei,2017-03-01,Koei Tecmo Games,7.0,7.0,3.5,0.0,0.0,0.11,0.0,0.11,Toukiden,,3.0
11428,Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,Xseed Games,2015-12-01,Sandlot,7.2,8.2,,0.04,0.01,0.04,0.02,0.11,,,12.0
11429,Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,Namco Bandai Games,0000-01-00,,5.0,,,0.0,0.0,0.11,0.0,0.11,,,1.0
11430,Dreamer Series: Top Model,DS,2009.0,Simulation,DreamCatcher Interactive,2009-09-01,,,,,0.1,0.0,0.0,0.01,0.11,,,9.0
11431,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006.0,Sports,Konami Digital Entertainment,0000-01-00,Konami,,,,0.0,0.0,0.11,0.0,0.11,Powerful Pro Baseball,,1.0
11432,Shovel Knight,WiiU,2015.0,Platform,Yacht Club Games,2014-06-01,Yacht Club Games,8.6,8.15,83.5,0.06,0.04,0.0,0.01,0.11,Shovel Knight,,6.0
11433,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,Sony Computer Entertainment,0000-01-00,,,,,0.0,0.0,0.11,0.0,0.11,,,1.0
11434,The First Templar,X360,2011.0,Action,Kalypso Media,2011-05-01,Haemimont,5.35,5.62,8.0,0.06,0.04,0.0,0.01,0.11,,,5.0
11435,X-Men: The Official Game,DS,2006.0,Action,Activision,2006-05-01,Amaze Entertainment,4.0,5.9,1.0,0.1,0.0,0.0,0.01,0.11,,,5.0
11436,Dead to Rights II,XB,2005.0,Shooter,Electronic Arts,2005-04-01,Namco,4.2,7.05,3.0,0.08,0.02,0.0,0.0,0.11,Dead to Rights,Electronic Arts,4.0
11437,Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,2009-06-01,Powerhead Games,,,,0.1,0.0,0.0,0.01,0.11,Petz,,6.0
11438,Project: Horned Owl,PS,1995.0,Shooter,Sony Computer Entertainment,0000-01-00,MOVIC Inc.,,,,0.03,0.02,0.05,0.01,0.11,,,1.0
11439,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,Namco Bandai Games,0000-01-00,Level-5,,,,0.0,0.0,0.11,0.0,0.11,Mobile Suit Gundam,,1.0
11440,Child of Light,PSV,2014.0,Role-Playing,Ubisoft,2014-04-01,Ubisoft Montreal,7.77,7.82,88.0,0.0,0.07,0.02,0.02,0.11,,,4.0
11441,SingStar Guitar,PS3,2010.0,Misc,Sony Computer Entertainment,0000-01-00,Team Soho,,,0.0,0.0,0.08,0.0,0.02,0.11,SingStar,,1.0
11442,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995.0,Role-Playing,Namco Bandai Games,0000-01-00,Bandai,,,,0.0,0.0,0.11,0.0,0.11,Dragon Ball,,1.0
11443,Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,2009-05-01,Hudson Soft,5.25,7.2,,0.06,0.04,0.0,0.01,0.11,Sports Island,Konami,5.0
11444,Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,Konami Digital Entertainment,0000-01-00,,,,,0.0,0.0,0.11,0.0,0.11,,,1.0
11445,Cabela's Dangerous Hunts 2,XB,2005.0,Sports,Activision,2005-11-01,Sand Grain Studios,6.3,,,0.08,0.02,0.0,0.0,0.11,"""Cabela's """,,11.0
11446,Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,0000-01-00,,,,,0.0,0.0,0.11,0.0,0.11,,,1.0
11447,Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011.0,Sports,Tecmo Koei,2011-09-01,Koei,6.5,6.77,1.5,0.05,0.04,0.01,0.01,0.11,G1 Jockey,,9.0
11448,SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,2003-11-01,Full-Fat,7.35,6.75,19.5,0.08,0.03,0.0,0.0,0.11,,Nobilis,11.0
11449,Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,THQ,0000-01-00,THQ,,,,0.06,0.04,0.0,0.01,0.11,Brunswick,,1.0
11450,D,PS,1995.0,Adventure,Acclaim Entertainment,0000-01-00,Warp,,5.2,10.0,0.0,0.0,0.1,0.01,0.11,D,,1.0
11451,Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,2007-02-01,KCET,7.9,6.25,1.0,0.09,0.0,0.0,0.01,0.1,eFootball (Pro Evolution Soccer),,2.0
11452,Ennichi no Tatsujin,Wii,2006.0,Misc,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,Taiko no Tatsujin,,1.0
11453,Squinkies 2: Adventure Mall Surprize!,DS,2011.0,Platform,Activision,2011-10-01,Activision,,,,0.1,0.0,0.0,0.01,0.1,,,10.0
11454,Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,ASCII Entertainment,0000-01-00,Sir-Tech,,5.0,1.0,0.0,0.0,0.1,0.0,0.1,Wizardry,,1.0
11455,Power Pocket Koushien,DS,2005.0,Sports,Konami Digital Entertainment,0000-01-00,Konami Computer Entertainment Studios,,,,0.0,0.0,0.1,0.0,0.1,Powerful Pro Baseball,,1.0
11456,Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,2002-10-01,Midway,2.8,3.4,0.0,0.05,0.04,0.0,0.01,0.1,,Nobilis,10.0
11457,Contact,DS,2006.0,Role-Playing,Rising Star Games,2006-10-01,Grasshopper Manufacture,6.65,7.3,13.0,0.07,0.0,0.03,0.01,0.1,,,10.0
11458,Pro Yaky? Spirits 2010,PS2,2010.0,Sports,Konami Digital Entertainment,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,,,1.0
11459,Princess Debut,DS,2008.0,Misc,Cave,2008-09-01,Cave,7.1,7.8,,0.1,0.0,0.0,0.01,0.1,,Midway Games,9.0
11460,My First Dollhouse,DS,2010.0,Misc,505 Games,2010-10-01,505 Games,,,,0.1,0.0,0.0,0.01,0.1,,,10.0
11461,Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,2009-09-01,Ubisoft Shanghai,6.6,5.25,4.0,0.09,0.01,0.0,0.01,0.1,,,9.0
11462,Family Party: 30 Great Games,Wii,2008.0,Misc,D3Publisher,2008-12-01,Tamsoft,4.2,2.4,,0.09,0.01,0.0,0.01,0.1,,,12.0
11463,Top Spin,PS2,2005.0,Sports,Take-Two Interactive,2003-11-01,Pam Development,7.68,7.87,39.0,0.05,0.04,0.0,0.01,0.1,Top Spin,,11.0
11464,Derby Stallion P,PSP,2006.0,Sports,Enterbrain,0000-01-00,ParityBit,,,,0.0,0.0,0.1,0.0,0.1,Derby Stallion,,1.0
11465,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,Spike,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,,,1.0
11466,UFC: Tapout 2,XB,2003.0,Fighting,Capcom,2003-03-01,DreamFactory,6.6,7.3,,0.08,0.02,0.0,0.0,0.1,Ultimate Fighting Championship,,3.0
11467,Adventure Time: Finn & Jake Investigations,PS3,2015.0,Action,Little Orbit,0000-01-00,,,,,0.02,0.07,0.0,0.02,0.1,,,1.0
11468,Kamen Rider: Battride War II,PS3,2014.0,Action,Namco Bandai Games,0000-01-00,,,6.0,1.0,0.0,0.0,0.1,0.0,0.1,Kamen Rider,,1.0
11469,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007.0,Simulation,Konami Digital Entertainment,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,,,1.0
11470,Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,2007-10-01,Frontier Developments,6.6,4.25,2.0,0.09,0.0,0.0,0.01,0.1,Thrillville,Activision,10.0
11471,Imagine: Soccer Captain,DS,2009.0,Sports,Ubisoft,2009-08-01,Powerhead Games,,,,0.1,0.0,0.0,0.01,0.1,LǸa Passion,,8.0
11472,Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,0000-01-00,Konami,,,,0.0,0.0,0.1,0.0,0.1,,,1.0
11473,Vexx,XB,2003.0,Platform,Acclaim Entertainment,2003-02-01,Acclaim,5.5,6.4,2.0,0.08,0.02,0.0,0.0,0.1,,,2.0
11474,F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,2003-06-01,Electronic Arts,7.5,7.25,16.0,0.05,0.04,0.0,0.01,0.1,F1 (EA Sports),Electronic Arts,6.0
11475,Taiko no Tatsujin: V Version,PSV,2015.0,Action,Namco Bandai Games,0000-01-00,,,7.0,2.0,0.0,0.0,0.1,0.0,0.1,,,1.0
11476,Pariah,XB,2005.0,Action,Hip Interactive,2005-05-01,Digital Extremes,5.75,6.3,8.0,0.08,0.02,0.0,0.0,0.1,Pariah,,5.0
11477,Cabela's Outdoor Adventures,XB,2005.0,Sports,Zoo Digital Publishing,2005-09-01,FUN Labs,,,,0.08,0.02,0.0,0.0,0.1,"""Cabela's """,,9.0
11478,Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,2009-11-01,Dreamcatcher,5.3,6.05,7.0,0.08,0.01,0.0,0.01,0.1,,,11.0
11479,Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,2004-05-01,SNK,6.8,6.5,72.0,0.08,0.02,0.0,0.0,0.1,Metal Slug,Nobilis,5.0
11480,The Smurfs 2,Wii,2013.0,Platform,Ubisoft,2013-07-01,WayForward,,,,0.0,0.09,0.0,0.01,0.1,Les Schtroumpfs,,7.0
11481,Motocross Mania 3,PS2,2004.0,Racing,Take-Two Interactive,2005-04-01,,4.0,6.35,3.5,0.05,0.04,0.0,0.01,0.1,Motocross Mania,,4.0
11482,Fatal Frame 2: Wii Edition,Wii,2012.0,Action,Nintendo,0000-01-00,Grasshopper Manufacture Inc.,6.0,6.3,7.0,0.0,0.0,0.1,0.0,0.1,Project Zero,,1.0
11483,Dancing on Ice,Wii,2010.0,Sports,Ghostlight,0000-01-00,Infusion Games,,,,0.0,0.09,0.0,0.01,0.1,,,1.0
11484,Pro Yakyuu Famista DS 2009,DS,2009.0,Sports,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,,,1.0
11485,Banjo-Pilot,GBA,2005.0,Racing,THQ,2005-01-01,Rare Ltd.,6.8,6.1,3.0,0.07,0.03,0.0,0.0,0.1,Banjo,THQ,1.0
11486,Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,2011-10-01,Ubisoft,4.7,6.0,,0.1,0.0,0.0,0.01,0.1,Family Feud,,10.0
11487,Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,2006-05-01,Tecmo,6.9,8.3,,0.02,0.02,0.06,0.01,0.1,Gallop Racer,,5.0
11488,Army Corps of Hell,PSV,2011.0,Action,Square Enix,2012-02-01,"Entersphere, Inc.",5.35,5.75,8.0,0.05,0.04,0.0,0.02,0.1,,,2.0
11489,Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,2005-09-01,Hudson Soft,5.4,4.5,,0.05,0.04,0.0,0.01,0.1,Frogger,,9.0
11490,Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,Digimon,,1.0
11491,Exit DS,DS,2008.0,Puzzle,Square Enix,2008-11-01,Moss,6.2,6.75,11.0,0.09,0.0,0.01,0.01,0.1,Exit,Ubisoft,11.0
11492,Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,PQube,2013-03-01,Coldwood Interactive,5.0,5.97,4.0,0.1,0.0,0.0,0.01,0.1,,,3.0
11493,Universe at War: Earth Assault,X360,2008.0,Action,Sega,2008-01-01,Petroglyph,6.53,6.32,7.5,0.09,0.01,0.0,0.01,0.1,,Sega,1.0
11495,Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0000-01-00,Monkey Bar Games,4.0,,,0.05,0.04,0.0,0.01,0.1,Moi,Namco Bandai Partners,1.0
11496,Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,2003-11-01,Swingin' Ape,8.3,8.5,,0.08,0.02,0.0,0.0,0.1,,Vivendi Games,11.0
11498,The Whispered World,PC,2009.0,Adventure,Deep Silver,2010-04-01,Daedalic Entertainment,6.5,7.1,9.0,0.0,0.08,0.0,0.02,0.1,The Whispered World,Koch Media,4.0
11499,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,2005-03-01,Ubisoft Montreal,8.05,7.9,121.0,0.08,0.02,0.0,0.0,0.1,,,3.0
11500,Learn Chess,DS,2009.0,Misc,DreamCatcher Interactive,2009-12-01,,,,,0.1,0.0,0.0,0.01,0.1,,,12.0
11501,Happy Feet Two,PS3,,Action,Warner Bros. Interactive Entertainment,0000-01-00,WayForward,,3.0,1.0,0.09,0.01,0.0,0.01,0.1,Happy Feet,,1.0
11502,Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,2000-11-01,LucasArts,8.13,7.88,42.5,0.05,0.04,0.0,0.01,0.1,Monkey Island,Ubisoft,11.0
11503,Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,Codemasters,2009-05-01,Team17,1.85,3.45,3.0,0.06,0.03,0.0,0.01,0.1,Leisure Suit Larry,,5.0
11505,The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0000-01-00,Telltale Games,8.0,8.0,24.0,0.05,0.03,0.0,0.02,0.1,,,1.0
11506,Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,Nintendo,0000-01-00,Rare,6.0,6.3,7.0,0.0,0.0,0.1,0.0,0.1,Mickey Mouse,,1.0
11507,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,Ubisoft,0000-01-00,Jellyvision,,,,0.1,0.0,0.0,0.01,0.1,Qui veut gagner des millions ?,,1.0
11508,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006.0,Adventure,Sony Computer Entertainment,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,,,1.0
11509,Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,2009-06-01,Hudson Entertainment,5.6,8.2,,0.1,0.0,0.0,0.01,0.1,,,6.0
11510,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013.0,Shooter,Namco Bandai Games,0000-01-00,,,6.7,3.0,0.0,0.0,0.1,0.0,0.1,Robotech,,1.0
11511,Kidou Senshi Gundam UC,PS3,2012.0,Action,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,Mobile Suit Gundam,,1.0
11512,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009.0,Racing,Konami Digital Entertainment,2009-05-01,Konami,7.3,7.5,,0.09,0.01,0.0,0.01,0.1,Yu Gi Oh!,,5.0
11513,Nicktoons: MLB,DS,2011.0,Sports,Take-Two Interactive,0000-01-00,High Voltage Software,,7.0,1.0,0.1,0.0,0.0,0.01,0.1,Nicktoons MLB,,1.0
11514,Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,2005-03-01,Page 44 Studios,6.1,7.4,,0.1,0.0,0.0,0.01,0.1,Wayne Gretzky,,3.0
11515,Corvette Evolution GT,DS,2008.0,Racing,Black Bean Games,2008-01-01,Jack of All Games,,4.0,1.0,0.1,0.0,0.0,0.01,0.1,,Nobilis,1.0
11516,May's Mystery: Forbidden Memories,DS,2011.0,Puzzle,Mastertronic,2011-09-01,Mastertronic,7.0,,,0.05,0.04,0.0,0.01,0.1,,,9.0
11517,PictoImage,DS,2007.0,Puzzle,Sega,2008-09-01,Sega,6.1,,,0.1,0.0,0.0,0.01,0.1,,,9.0
11518,Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,Atlus,0000-01-00,Atlus,,7.8,8.0,0.0,0.0,0.1,0.0,0.1,Etrian Odyssey,,1.0
11519,Ridge Racer 2,PSP,2006.0,Racing,Sony Computer Entertainment,0000-01-00,Namco,5.0,7.6,11.0,0.0,0.03,0.07,0.01,0.1,Ridge Racer,,1.0
11520,Momotarou Dentetsu 16,Wii,2007.0,Misc,Hudson Soft,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,Momotar��,,1.0
11521,Igor: The Game,Wii,2008.0,Adventure,CDV Software Entertainment,2008-09-01,Santa Cruz Games,,,,0.09,0.0,0.0,0.01,0.1,,,9.0
11522,Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,2002-05-01,SCEE,7.8,8.6,,0.05,0.04,0.0,0.01,0.1,,,5.0
11523,Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,2000-03-01,Magic Pockets,6.65,8.6,1.5,0.07,0.03,0.0,0.0,0.1,Road Rash,,3.0
11524,Rome: Total War,PC,2004.0,Strategy,Activision,2004-10-01,Creative Assembly,7.73,8.0,198.5,0.0,0.08,0.0,0.02,0.1,Total War,,10.0
11526,Rome: Total War,PC,2004.0,Strategy,Activision,2004-10-01,Creative Assembly,8.4,8.63,210.5,0.0,0.08,0.0,0.02,0.1,Total War,,10.0
11528,Green Lantern: Rise of the Manhunters,Wii,2011.0,Action,Warner Bros. Interactive Entertainment,2011-06-01,Double Helix Games,4.3,4.8,6.0,0.06,0.04,0.0,0.01,0.1,DC Comics,,6.0
11529,Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,2014-02-01,Mercury Steam,7.33,7.3,61.0,0.02,0.07,0.0,0.01,0.1,Castlevania,,2.0
11531,Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,2010-10-01,Immersion Software & Graphics,5.4,7.9,,0.1,0.0,0.0,0.01,0.1,,,10.0
11532,Syberia,XB,2003.0,Action,Microids,2003-07-01,Microids,5.35,7.15,54.0,0.08,0.02,0.0,0.0,0.1,Syberia,,7.0
11533,G1 Jockey 3,PS2,2002.0,Sports,THQ,2003-05-01,Koei/Inis,7.1,8.2,,0.02,0.01,0.07,0.0,0.1,G1 Jockey,,5.0
11534,Shrek: Forever After,X360,2010.0,Platform,Activision,0000-01-00,,,,,0.09,0.0,0.0,0.01,0.1,Shrek,,1.0
11535,Atsumare! Power Pro Kun no DS Koushien,DS,,Sports,,0000-01-00,Konami,,,,0.0,0.0,0.1,0.0,0.1,Powerful Pro Baseball,,1.0
11536,Revolution X,PS,1995.0,Shooter,Acclaim Entertainment,0000-01-00,Rage Software,,6.0,2.0,0.06,0.04,0.0,0.01,0.1,,,1.0
11537,Myst,DS,2007.0,Adventure,Midway Games,2008-05-01,Hoplite Research,6.1,5.6,27.0,0.09,0.0,0.0,0.01,0.1,Myst,,5.0
11538,Little Battlers eXperience W,3DS,2013.0,Role-Playing,Level 5,0000-01-00,Level-5,6.0,7.0,3.0,0.0,0.0,0.1,0.0,0.1,Danball Senki,,1.0
11539,Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,2005-06-01,Sting,6.8,7.45,8.0,0.07,0.03,0.0,0.0,0.1,,,6.0
11540,Risen 3: Titan Lords,PS3,2014.0,Role-Playing,Deep Silver,2014-08-01,Piranha Bytes,5.2,5.77,8.0,0.02,0.06,0.0,0.02,0.1,Risen,,8.0
11542,Top Gun: Combat Zones,GBA,2004.0,Simulation,Mastiff,2001-11-01,Titus Interactive,6.0,4.0,0.5,0.07,0.03,0.0,0.0,0.1,Top Gun,Bigben Interactive,11.0
11543,Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,2004-07-01,Taito Corporation,7.1,7.35,6.0,0.05,0.04,0.0,0.01,0.1,Bujingai,Codemasters,7.0
11544,Doko Demo Issho,PSP,2004.0,Misc,Sony Computer Entertainment,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,Dokodemo Issho,,1.0
11545,Alvin and the Chipmunks: The Squeakquel,Wii,2009.0,Misc,Majesco Entertainment,2009-12-01,ImaginEngine,,,,0.09,0.0,0.0,0.01,0.1,Alvin et les Chipmunks,,12.0
11546,The Story of Noah's Ark,DS,2010.0,Action,SouthPeak Games,2010-11-01,SouthPeak Games,,,,0.1,0.0,0.0,0.01,0.1,,,11.0
11547,Brooktown High: Senior Year,PSP,2007.0,Simulation,Konami Digital Entertainment,0000-01-00,Backbone Entertainment,,,,0.09,0.0,0.0,0.01,0.1,,,1.0
11548,Astro Boy: The Video Game,DS,2009.0,Action,D3Publisher,2009-12-01,Art,3.95,6.6,1.0,0.09,0.0,0.0,0.01,0.1,Astro le Petit Robot,,12.0
11549,Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,2015-03-01,Rebellion,6.2,6.2,5.0,0.04,0.05,0.0,0.01,0.1,Sniper Elite,,3.0
11550,Beyond Good & Evil,XB,2003.0,Adventure,Ubisoft,2003-12-01,Ubisoft Milan,7.85,8.1,306.0,0.08,0.02,0.0,0.0,0.1,Beyond Good &amp; Evil,,12.0
11551,Blitz: The League II,X360,2008.0,Sports,Midway Games,2008-10-01,Midway,6.8,7.35,4.0,0.08,0.01,0.0,0.01,0.1,NFL Blitz,,10.0
11552,Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,2005-02-01,Namco,4.55,6.75,4.0,0.05,0.04,0.0,0.01,0.1,Tekken,Sony Interactive Entertainment,2.0
11553,Vandal Hearts II,PS,1999.0,Strategy,Konami Digital Entertainment,0000-01-00,KCET,,6.6,17.0,0.06,0.04,0.0,0.01,0.1,Vandal Hearts,,1.0
11554,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995.0,Fighting,Atlus,0000-01-00,,,,,0.0,0.0,0.1,0.01,0.1,,,1.0
11555,Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,Ubisoft Annecy,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,Samurai Warriors,,1.0
11556,Medal of Honor: Vanguard,Wii,2007.0,Shooter,Electronic Arts,2007-03-01,BudCat,5.3,6.8,7.0,0.06,0.03,0.0,0.01,0.1,Medal of Honor,,3.0
11557,Toaru Majutsu no Index,PSP,2011.0,Adventure,Kadokawa Shoten,0000-01-00,ASCII Media Works,,6.0,2.0,0.0,0.0,0.1,0.0,0.1,To Aru Majutsu no Index,,1.0
11558,Dora's Cooking Club,DS,2010.0,Misc,Take-Two Interactive,0000-01-00,,,,,0.08,0.01,0.0,0.01,0.1,,,1.0
11559,ESA Game Pack,PS3,2010.0,Misc,Sony Computer Entertainment,2010-11-01,Various,,,,0.09,0.0,0.0,0.01,0.1,,,11.0
11560,America's Next Top Model,DS,2008.0,Action,Eidos Interactive,2010-06-01,Arts Software,,,,0.1,0.0,0.0,0.01,0.1,,,6.0
11561,God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,2016-08-01,Shift,7.45,6.97,5.5,0.0,0.01,0.09,0.0,0.1,God Eater,,8.0
11562,Uta no Prince-Sama: Music,PSP,2011.0,Misc,Broccoli,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,Uta no Prince sama,,1.0
11563,UNO / Skip-Bo / UNO Freefall,DS,2006.0,Misc,Zoo Digital Publishing,2006-11-01,Black Lantern Studios,5.9,,,0.1,0.0,0.0,0.01,0.1,UNO,,11.0
11564,Culdcept DS,DS,2008.0,Strategy,Sega,0000-01-00,Omiya Soft,,8.0,1.0,0.0,0.0,0.1,0.0,0.1,Culdcept,,1.0
11565,Colin McRae Rally 04,XB,2004.0,Racing,Codemasters,2004-03-01,Codemasters,8.2,7.65,14.0,0.08,0.02,0.0,0.0,0.1,Colin McRae,,3.0
11566,Monster Jam: Maximum Destruction,GBA,2002.0,Racing,Ubisoft,2002-05-01,UDS,5.65,5.25,2.0,0.07,0.03,0.0,0.0,0.1,Monster Jam,,5.0
11567,The King of Fighters: Dream Match 1999,DC,1999.0,Fighting,SNK,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,,,1.0
11568,FIFA Street,XB,2005.0,Sports,Electronic Arts,2005-02-01,EA Canada,5.8,7.4,13.0,0.08,0.02,0.0,0.0,0.1,FIFA EA Sports,,2.0
11570,Truth or Lies,Wii,2010.0,Misc,THQ,2010-09-01,THQ,,,,0.04,0.05,0.0,0.01,0.1,,,9.0
11571,Weiss Schwarz Portable,PSP,2011.0,Strategy,Namco Bandai Games,0000-01-00,,,8.5,2.0,0.0,0.0,0.1,0.0,0.1,Weiss Schwarz,,1.0
11572,Kirarin * Revolution: Mezase! Idol Queen,DS,2007.0,Simulation,Konami Digital Entertainment,0000-01-00,,,,,0.0,0.0,0.1,0.0,0.1,,,1.0
11573,Dungeons & Dragons Tactics,PSP,2007.0,Strategy,Atari,2007-08-01,Kuju Entertainment,5.9,7.6,,0.09,0.0,0.0,0.01,0.1,Donjons & Dragons,,8.0
11574,X-Men: Children of the Atom,PS,1998.0,Fighting,Acclaim Entertainment,0000-01-00,Capcom,,7.3,15.0,0.06,0.04,0.0,0.01,0.1,,Acclaim Entertainment,1.0
11575,Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,THQ,2004-11-01,Climax Group,6.3,6.2,,0.08,0.02,0.0,0.0,0.1,Hot Wheels,,11.0
11576,Dora & Kai-Lan's Pet Shelter,DS,2011.0,Strategy,Take-Two Interactive,2011-11-01,Black Lantern Studios,,,,0.08,0.01,0.0,0.01,0.1,,,11.0
11577,DJ Max Fever,PSP,2009.0,Misc,PM Studios,2009-01-01,Pentavision Entertainment,7.7,6.6,,0.09,0.0,0.0,0.01,0.1,Dj Max,,1.0
11578,Math Blaster in the Prime Adventure,DS,2009.0,Misc,Majesco Entertainment,2009-02-01,Knowledge Adventure Inc.,,,,0.09,0.0,0.0,0.01,0.1,Math Blaster,,2.0
11579,Football Director DS,DS,2008.0,Sports,Pinnacle,0000-01-00,Four Door Lemon,,,,0.0,0.1,0.0,0.0,0.1,,,1.0
11580,Shellshock,PS,1995.0,Action,Core Design Ltd.,0000-01-00,Guerrilla,5.0,,,0.06,0.04,0.0,0.01,0.1,Shellshock,,1.0
11581,Blue Stinger,DC,1999.0,Adventure,Activision,0000-01-00,Climax Entertainment (JP),,6.4,18.0,0.0,0.0,0.1,0.0,0.1,,,1.0
11582,Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Sting,2008-09-01,Sting,7.65,7.57,4.0,0.05,0.0,0.04,0.01,0.1,Dept. Heaven Episodes,,9.0
