,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_noteUsers,GK_nbAvis,GK_noteGK,GK_licence,GK_dateTestGK,GK_distributeur,GK_developpeur,GK_frenchName,Name_alphanum,JV_Name,JV_plateforms,JV_reviews,JV_launch_year,JV_launch_date,JV_journalist_rate,JV_players_rates,JV_Name_alphanum
10928,Wreckless: ThE YaKuza MisSiOns,PS2,2002.0,Racing,Activision,0.11,0.08,0.0,0.03,0.22,,,,Wreckless ,,,Bunkasha publishing,,wrecklesstheyakuzamissions,,,,,,,,
10929,Madden NFL 07,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,7.0,4.0,6.5,Madden NFL,2006-10-19,,EA Sports,Madden NFL 07,maddennfl07,Madden NFL 07,DS,0 avis,2006,2006-09-01,8.0,0.0,maddennfl07
10930,Jikkyou Powerful Major League,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,,,,,,,Konami,,jikkyoupowerfulmajorleague,,,,,,,,
10931,NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22,8.0,1.0,,NFL 2K ,,,,NFL 2K3,nfl2k3,,,,,,,,
10936,Darksiders II,PS4,2015.0,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22,7.3,208.0,8.0,Darksiders,2012-08-21,,Vigil Games,Darksiders II,darksidersii,Darksiders II,PS4,28 avis,2012,2012-08-01,8.5,8.2,darksidersii
10937,Saltwater Sportfishing,PS,2001.0,Sports,Take-Two Interactive,0.12,0.08,0.0,0.01,0.22,,,,,,,Coresoft,,saltwatersportfishing,,,,,,,,
10938,Yoshi Touch & Go (JP sales),DS,2005.0,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22,6.5,35.0,7,,,,,Yoshi Touch & Go,yoshitouchgojpsales,,,,,,,,
10939,Samurai Jack: The Amulet of Time,GBA,2003.0,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22,,,,Samurai Jack ,,,,Samurai Jack : The Amulet of Time,samuraijacktheamuletoftime,,,,,,,,
10940,Pass the Pigs,DS,2008.0,Misc,THQ,0.2,0.0,0.0,0.02,0.22,,,,,,,Gunnar Games,,passthepigs,,,,,,,,
10941,J-League Winning Eleven 2008: Club Championship,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,,,,eFootball (Pro Evolution Soccer) ,,,Konami,,jleaguewinningeleven2008clubchampionship,,,,,,,,
10942,Jackie Chan: Stuntmaster,PS,1999.0,Action,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.22,6.7,3.0,,Jackie Chan ,,,Radical Entertainment,,jackiechanstuntmaster,,,,,,,,
10943,Sports Car GT,PS,1999.0,Racing,Electronic Arts,0.12,0.08,0.0,0.01,0.22,4.0,1.0,,,,,,Sports Car GT,sportscargt,,,,,,,,
10944,Lost Planet 3,PS3,2013.0,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22,6.5,11.0,5.0,Lost Planet,2013-08-27,,Spark Unlimited,Lost Planet 3,lostplanet3,Lost Planet 3,PS3,23 avis,2013,2013-08-01,6.5,5.85,lostplanet3
10945,Order Up!,Wii,2008.0,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22,,,,Order Up ! ,,,SuperVillain Studios,,orderup,,,,,,,,
10946,Code Name: S.T.E.A.M.,3DS,2015.0,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,7.0,7.0,6.0,,2015-05-18,,,Code Name: S.T.E.A.M.,codenamesteam,,,,,,,,
10947,SBK X: Superbike World Championship,PS3,2010.0,Racing,Black Bean Games,0.05,0.13,0.0,0.04,0.22,,,,Superbike World Championship ,,,Milestone,,sbkxsuperbikeworldchampionship,SBK X : Superbike World Championship,PS3,36 avis,2010,2010-06-01,7.0,7.5,sbkxsuperbikeworldchampionship
10948,NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22,0.0,0.0,3.0,NBA Live,2013-12-09,,,NBA Live 14,nbalive14,NBA Live 14,PS4,48 avis,2013,2013-11-01,4.5,3.15,nbalive14
10949,Scooby-Doo! Mystery Mayhem,GC,2004.0,Action,THQ,0.17,0.04,0.0,0.01,0.22,,,5,Scooby-Doo ,,Nintendo,Behaviour Interactive,,scoobydoomysterymayhem,,,,,,,,
10950,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995.0,Sports,Sega,0.0,0.0,0.22,0.0,0.22,,,,Greatest Nine ,,,,Kanzen Chûki Pro Yakyû Greatest Nine,kanzenchuukiproyakyuugreatestnine,,,,,,,,
10951,American Idol,GBA,2003.0,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,,,5,,,,,,americanidol,,,,,,,,
10952,Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008.0,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,,,4,Summer Athletics ,,Eidos Interactive,49Games,,summerathleticstheultimatechallengeotherssales,,,,,,,,
10955,Britney's Dance Beat,GBA,2002.0,Misc,THQ,0.15,0.06,0.0,0.0,0.22,7.5,4.0,6.0,,2002-07-01,,Metro,Britney's Dance Beat,britneysdancebeat,Britney's Dance Beat,GBA,11 avis,2002,2002-06-01,7.0,5.5,britneysdancebeat
10956,Shrek SuperSlam,GC,2005.0,Action,Activision,0.17,0.04,0.0,0.01,0.22,3.0,1.0,,Shrek ,,,Shaba Games,,shreksuperslam,,,,,,,,
10957,Sniper: Ghost Warrior 2,X360,2013.0,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22,6.6,5.0,4.0,Sniper : Ghost Warrior,2013-03-20,,CI Games,Sniper : Ghost Warrior 2,sniperghostwarrior2,Sniper : Ghost Warrior 2,X360,40 avis,2013,2013-03-01,5.0,0.0,sniperghostwarrior2
10958,Sniper: Ghost Warrior 2,X360,2013.0,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22,6.6,5.0,4.0,Sniper : Ghost Warrior,2013-03-20,,CI Games,Sniper: Ghost Warrior 2,sniperghostwarrior2,Sniper : Ghost Warrior 2,X360,40 avis,2013,2013-03-01,5.0,0.0,sniperghostwarrior2
10959,Over G Fighters,X360,2006.0,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.22,7.0,1.0,3.0,Energy AirForce,2006-07-11,Ubisoft,Taito Corporation,Over G Fighters,overgfighters,,,,,,,,
10960,Sailor Moon,SNES,1993.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,5.6,10.0,,Sailor Moon ,,,Angel,,sailormoon,,,,,,,,
10961,Apache: Air Assault,PS3,2010.0,Simulation,Activision,0.11,0.07,0.0,0.03,0.22,7.0,3.0,6.0,,2010-12-07,,Gaijin Entertainment,Apache : Air Assault,apacheairassault,Apache : Air Assault,PS3,17 avis,2010,2010-11-01,7.5,6.7,apacheairassault
10962,Apache: Air Assault,PS3,2010.0,Simulation,Activision,0.11,0.07,0.0,0.03,0.22,7.0,3.0,6.0,,2010-12-07,,Gaijin Entertainment,Apache: Air Assault,apacheairassault,Apache : Air Assault,PS3,17 avis,2010,2010-11-01,7.5,6.7,apacheairassault
10963,One Piece: Pirate Warriors 3,PSV,2015.0,Action,Namco Bandai Games,0.0,0.07,0.13,0.02,0.22,5.9,18.0,,,,,Omega Force,,onepiecepiratewarriors3,One Piece : Pirate Warriors 3,PSV,8 avis,2015,2015-08-01,6.5,8.2,onepiecepiratewarriors3
10964,Herdy Gerdy,PS2,2002.0,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,5.0,1.0,6.0,,2002-03-04,,Core Design,Herdy Gerdy,herdygerdy,,,,,,,,
10965,Armored Core V,X360,2012.0,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22,7.0,6.0,,Armored Core ,,,FromSoftware,,armoredcorev,Armored Core V,X360,26 avis,2012,2012-03-01,7.0,6.8,armoredcorev
10967,EVE Online,PC,2003.0,Role-Playing,CCP,0.0,0.19,0.0,0.02,0.22,8.2,26.0,8.0,,2003-08-29,THQ,CCP Games,EVE Online,eveonline,EVE Online,PC,121 avis,2003,2003-05-01,9.0,8.35,eveonline
10968,Digimon World Re:Digitize,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7.0,1.0,,Digimon ,,,tri-Crescendo,,digimonworldredigitize,,,,,,,,
10969,Ninja Gaiden: Dragon Sword,DS,2008.0,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,7.2,35.0,7.0,Ninja Gaiden,2008-06-27,Ubisoft,Team Ninja,Ninja Gaiden : Dragon Sword,ninjagaidendragonsword,,,,,,,,
10970,Ninja Gaiden: Dragon Sword,DS,2008.0,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,7.2,35.0,7.0,Ninja Gaiden,2008-06-27,Ubisoft,Team Ninja,Ninja Gaiden: Dragon Sword,ninjagaidendragonsword,,,,,,,,
10971,Ride,PS4,2015.0,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22,0.0,0.0,5.0,RIDE,2015-04-06,,Milestone,Ride,ride,Ride,PS4,29 avis,2015,2015-03-01,6.5,6.75,ride
10972,Blue Dragon Plus,DS,2008.0,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22,6.5,2.0,5.0,Blue Dragon,2009-03-26,,Brownie Brown,Blue Dragon Plus,bluedragonplus,,,,,,,,
10973,Lords of the Fallen,XOne,2014.0,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,6.3,36.0,5.0,,2014-10-23,Bandai Namco Games,Deck13,Lords of the Fallen,lordsofthefallen,Lords of the Fallen,XOne,21 avis,2014,2014-10-01,7.0,7.25,lordsofthefallen
10974,NBA in the Zone 2000,PS,2000.0,Sports,Konami Digital Entertainment,0.12,0.08,0.0,0.01,0.21,,,,NBA in the Zone ,,,KCEO,,nbainthezone2000,,,,,,,,
10975,Dark Summit,PS2,2001.0,Sports,THQ,0.11,0.08,0.0,0.03,0.21,5.0,2.0,5.0,,2002-04-05,,Radical Entertainment,Dark Summit,darksummit,,,,,,,,
10976,Afrika,PS3,2008.0,Adventure,Unknown,0.12,0.0,0.08,0.01,0.21,7.0,8.0,,,,,Rhino Studios,,afrika,,,,,,,,
10977,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001.0,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,,,,"""Cabela's """,,,Coresoft,,cabelasbiggamehunterultimatechallenge,,,,,,,,
10978,The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006.0,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21,8.1,41.0,,Falcom,,,Falcom,,thelegendofheroestrailsintheskyfirstchapter,The Legend of Heroes : Trails in the Sky - First Chapter,PSP,20 avis,2011,2011-10-01,8.5,0.0,thelegendofheroestrailsintheskyfirstchapter
10979,Are You Smarter Than a 5th Grader? Back to School,Wii,2010.0,Misc,Nintendo,0.2,0.0,0.0,0.02,0.21,,,,Are You Smarter Than a 5th Grader ? ,,,,Are You Smarter Than a 5th Grader ? Back to School,areyousmarterthana5thgraderbacktoschool,,,,,,,,
10980,Steins;Gate,PSV,2013.0,Adventure,PQube,0.07,0.09,0.0,0.05,0.21,8.3,33.0,,,,PQube,Mages,,steinsgate,Steins;Gate,PSV,6 avis,2011,2011-06-01,9.5,6.6,steinsgate
10981,The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,,,,Shérif fais moi peur ,,,Midway Studios - Australia,,thedukesofhazzardreturnofthegenerallee,,,,,,,,
10982,Pandemonium!,PS,1996.0,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01,0.21,6.9,26.0,,Pandemonium ,,,Crystal Dynamics,,pandemonium,,,,,,,,
10983,SingStar: Back to the 80s,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21,6.0,1.0,3.0,SingStar,2011-11-04,,,,singstarbacktothe80s,,,,,,,,
10984,SingStar: Back to the 80s,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21,6.0,1.0,3.0,SingStar,2011-11-04,,,SingStar: Back to the 80s,singstarbacktothe80s,,,,,,,,
10985,Namco Museum: 50th Anniversary,GC,2005.0,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21,5.0,1.0,4,Namco Museum ,,Electronic Arts,Digital Eclipse,,namcomuseum50thanniversary,,,,,,,,
10986,Crash 'N' Burn,PS2,2004.0,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,6.0,1.0,4,,,,Climax Studios (UK),,crashnburn,Crash 'N' Burn,PS2,17 avis,1993,,5.5,8.45,crashnburn
10987,NBA,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,4.4,5.0,7,NBA 2K ,,,Visual Concepts,,nba,,,,,,,,
10988,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009.0,Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21,7.0,1.0,5,Les Tortues Ninja ,,,Game Arts,,teenagemutantninjaturtlessmashup,Teenage Mutant Ninja Turtles : Smash-Up,PS2,5 avis,2009,2009-09-01,7.0,7.2,teenagemutantninjaturtlessmashup
10989,Pro Yakyuu Greatest Nine '97,SAT,1997.0,Sports,Sega,0.0,0.0,0.21,0.0,0.21,,,,Greatest Nine ,,,,Pro Yakyû Greatest Nine '97,proyakyuugreatestnine97,,,,,,,,
10990,Transformers: Dark of the Moon,3DS,2011.0,Action,Activision,0.16,0.04,0.0,0.02,0.21,6.0,1.0,2,TransFormers ,,,High Moon Studios,,transformersdarkofthemoon,,,,,,,,
10991,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007.0,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,7.3,18.0,7,,,KOCH Media France,h.a.n.d.,,finalfantasyfableschocobosdungeon,,,,,,,,
10992,Lunar: Silver Star Story Complete,SAT,1997.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21,7.5,37.0,,Lunar ,,,Game Arts,,lunarsilverstarstorycomplete,,,,,,,,
10993,Dorabase DS: Dramatic Stadium,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,,,,,,,,Dorabase DS,dorabasedsdramaticstadium,,,,,,,,
10994,Disaster Report,PS2,2002.0,Action,Agetec,0.03,0.02,0.15,0.01,0.21,5.0,2.0,5,S.O.S : The Final Escape ,,,Irem Software,,disasterreport,,,,,,,,
10995,EVE: burst error,SAT,1997.0,Adventure,Imagineer,0.0,0.0,0.21,0.0,0.21,,,,,,,Game Bridge,Eve : Burst Error R,evebursterror,,,,,,,,
10996,We Sing Robbie Williams,Wii,2010.0,Misc,Nordic Games,0.0,0.19,0.0,0.03,0.21,,,,,,,,We Sing Robbie Williams,wesingrobbiewilliams,,,,,,,,
10997,Backyard NFL Football '09,Wii,2008.0,Sports,Atari,0.2,0.0,0.0,0.02,0.21,,,,Backyard Sports ,,,Humongous Entertainment,,backyardnflfootball09,,,,,,,,
11001,Pro Evolution Soccer 2012,Wii,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,5.8,24.0,6.0,eFootball (Pro Evolution Soccer),2011-11-03,,Konami,Pro Evolution Soccer 2012,proevolutionsoccer2012,Pro Evolution Soccer 2012,Wii,39 avis,2011,2011-09-01,7.5,7.0,proevolutionsoccer2012
11002,Akiba's Trip: Undead & Undressed,PSV,2013.0,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21,5.7,19.0,3.0,Akiba's Trip,2014-10-09,,,Akiba's Trip : Undead & Undressed,akibastripundeadundressed,Akiba’s Trip : Undead & Undressed,PSV,2 avis,2014,2014-10-01,4.0,8.25,akibastripundeadundressed
11003,Akiba's Trip: Undead & Undressed,PSV,2013.0,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21,5.7,19.0,3.0,Akiba's Trip,2014-10-09,,,Akiba's Trip: Undead & Undressed,akibastripundeadundressed,Akiba’s Trip : Undead & Undressed,PSV,2 avis,2014,2014-10-01,4.0,8.25,akibastripundeadundressed
11004,Speed Racer: The Videogame,PS2,2008.0,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.03,0.21,4.5,2.0,5,,,,Sidhe Interactive,,speedracerthevideogame,,,,,,,,
11005,College Hoops 2K7,X360,2006.0,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,,,,,,,,College Hoops 2K7,collegehoops2k7,,,,,,,,
11006,The Amazing Spider-Man 2 (2014),XOne,2014.0,Action,Activision,0.12,0.07,0.0,0.02,0.21,4.9,11.0,,Spider-Man ,,,,The Amazing Spider-Man 2,theamazingspiderman22014,,,,,,,,
11007,Big League Sports,X360,2011.0,Sports,Activision,0.18,0.02,0.0,0.01,0.21,,,5,,,,,,bigleaguesports,,,,,,,,
11008,Bratz: Forever Diamondz,GC,2006.0,Adventure,THQ,0.17,0.04,0.0,0.01,0.21,,,,Bratz ,,,THQ,,bratzforeverdiamondz,,,,,,,,
11009,WCW Backstage Assault,PS,1999.0,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21,,,,WCW ,,,Kodiak Interactive Software Studios,,wcwbackstageassault,,,,,,,,
11010,UFC Undisputed 2010,PSP,2010.0,Fighting,THQ,0.11,0.07,0.0,0.04,0.21,6.3,12.0,7,Ultimate Fighting Championship ,,,"""Yuke's Media Creation""",,ufcundisputed2010,,,,,,,,
11011,Baja: Edge of Control,PS3,2008.0,Racing,THQ,0.1,0.08,0.0,0.04,0.21,4.6,5.0,2.5,,2008-10-03,,2XL Games,Baja : Edge of Control,bajaedgeofcontrol,,,,,,,,
11012,Baja: Edge of Control,PS3,2008.0,Racing,THQ,0.1,0.08,0.0,0.04,0.21,4.6,5.0,2.5,,2008-10-03,,2XL Games,Baja: Edge of Control,bajaedgeofcontrol,,,,,,,,
11013,Wild Wild Racing,PS2,2000.0,Racing,Interplay,0.1,0.08,0.0,0.03,0.21,0.0,0.0,4.0,,2000-11-19,,Rage Software,Wild Wild Racing,wildwildracing,,,,,,,,
11014,Magician's Quest: Town of Magic,3DS,2012.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,,,,,,,,,magiciansquesttownofmagic,,,,,,,,
11016,The Bard's Tale,PS2,2004.0,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,5.8,5.0,4.0,The Bard's Tale,2005-04-01,Ubisoft,InXile Entertainment,The Bard's Tale,thebardstale,The Bard's Tale,PS2,9 avis,2005,2005-03-01,7.0,7.5,thebardstale
11017,NCAA March Madness 08,X360,2007.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,,,,,,,,NCAA March Madness 08,ncaamarchmadness08,,,,,,,,
11018,Momotarou Dentetsu 16,PS2,2006.0,Misc,Hudson Soft,0.0,0.0,0.21,0.0,0.21,,,,Momotarô ,,,,Momotarô Dentetsu 16,momotaroudentetsu16,,,,,,,,
11019,Robotech: The Macross Saga,GBA,2002.0,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,6.7,3.0,,Robotech ,,,,Macross 30,robotechthemacrosssaga,,,,,,,,
11020,Yu Yu Hakusho: Dark Tournament,PS2,,Fighting,,0.1,0.08,0.0,0.03,0.21,,,,Yu Yu Hakusho ,,,Digital Fiction,,yuyuhakushodarktournament,,,,,,,,
11021,MTV Celebrity Deathmatch,XB,2003.0,Fighting,Gotham Games,0.16,0.05,0.0,0.01,0.21,4.0,1.0,2,,,,Big Ape,,mtvcelebritydeathmatch,,,,,,,,
11022,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010.0,Action,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,4.0,1.0,,,,,,Macross F Hybrid Pack,gekijoubanmacrossfitsuwarinoutahimehybridpack,,,,,,,,
11024,Conflict Zone,PS2,2002.0,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,4.7,3.0,7.0,,2001-05-31,,Mathématiques Appliquées S.A,Conflict Zone,conflictzone,Conflict Zone,PS2,6 avis,2001,2001-05-01,8.0,6.6,conflictzone
11026,Tony Hawk's American Sk8land,DS,2005.0,Sports,Activision,0.19,0.01,0.0,0.02,0.21,6.4,17.0,6,Tony Hawk ,,,Neversoft Entertainment,,tonyhawksamericansk8land,Tony Hawk's American Sk8land,DS,50 avis,2005,2005-11-01,7.5,0.0,tonyhawksamericansk8land
11029,de Blob 2,PS3,2011.0,Platform,THQ,0.11,0.07,0.0,0.03,0.21,6.3,26.0,6.0,de Blob,2011-03-01,,Blue Tongue,de Blob 2,deblob2,de Blob 2,PS3,15 avis,2011,2011-02-01,7.5,7.3,deblob2
11030,The BIGS 2,X360,2009.0,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,8.0,1.0,,The BIGS ,,,Capcom Vancouver,,thebigs2,,,,,,,,
11031,BloodRayne,XB,2002.0,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,5.6,5.0,5.0,BloodRayne,2003-05-12,Vivendi Games,Terminal Reality,BloodRayne,bloodrayne,,,,,,,,
11032,Hannah Montana: The Movie,X360,2009.0,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.02,0.21,3.0,1.0,,Hannah Montana ,,Sony Interactive Entertainment America,,Hannah Montana : Le Film,hannahmontanathemovie,,,,,,,,
11033,50 Cent: Blood on the Sand,X360,2009.0,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,6.2,11.0,5.0,50 Cent,2009-02-18,,Monumental Manchester,50 Cent : Blood on the Sand,50centbloodonthesand,50 Cent : Blood on the Sand,X360,94 avis,2009,2009-02-01,7.0,7.05,50centbloodonthesand
11034,50 Cent: Blood on the Sand,X360,2009.0,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,6.2,11.0,5.0,50 Cent,2009-02-18,,Monumental Manchester,50 Cent: Blood on the Sand,50centbloodonthesand,50 Cent : Blood on the Sand,X360,94 avis,2009,2009-02-01,7.0,7.05,50centbloodonthesand
11035,Bratz: Girlz Really Rock,Wii,2008.0,Action,THQ,0.19,0.0,0.0,0.02,0.21,,,,Bratz ,,,Blitz Games,,bratzgirlzreallyrock,,,,,,,,
11036,NHL 2K6,XB,2005.0,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,9.0,1.0,7.0,NHL 2K,2006-03-23,Take Two Interactive,Kush Games,NHL 2K6,nhl2k6,,,,,,,,
11037,Tenchu: Return From Darkness,XB,2004.0,Action,Activision,0.16,0.05,0.0,0.01,0.21,,,,,,,,,tenchureturnfromdarkness,,,,,,,,
11038,World Poker Tour,PS2,2005.0,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,0.0,0.0,5.666666666666667,,2006-03-16,Take Two Interactive,Coresoft,World Poker Tour,worldpokertour,World Poker Tour,PS2,2 avis,2006,2006-03-01,7.0,8.25,worldpokertour
11039,Prison Break: The Conspiracy,X360,2010.0,Action,Deep Silver,0.07,0.12,0.0,0.02,0.21,4.2,6.0,3.0,,2010-04-02,Koch Media,ZootFly,Prison Break : The Conspiracy,prisonbreaktheconspiracy,Prison Break : The Conspiracy,X360,106 avis,2010,2010-03-01,3.5,0.0,prisonbreaktheconspiracy
11040,Prison Break: The Conspiracy,X360,2010.0,Action,Deep Silver,0.07,0.12,0.0,0.02,0.21,4.2,6.0,3.0,,2010-04-02,Koch Media,ZootFly,Prison Break: The Conspiracy,prisonbreaktheconspiracy,Prison Break : The Conspiracy,X360,106 avis,2010,2010-03-01,3.5,0.0,prisonbreaktheconspiracy
11041,Neo Contra,PS2,2004.0,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,6.8,5.0,5,Contra ,,,KCET,,neocontra,Neo Contra,PS2,3 avis,2005,2005-02-01,6.5,7.5,neocontra
11042,MVP Baseball,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,,,,MVP Baseball ,,,EA Sports,,mvpbaseball,,,,,,,,
11043,GRID Autosport,PS3,2014.0,Racing,Codemasters,0.05,0.11,0.01,0.04,0.21,4.9,8.0,,,,Bandai Namco Games,Codemasters Guildford,,gridautosport,GRID : Autosport,PS3,20 avis,2014,2014-06-01,7.0,0.0,gridautosport
11044,Ghostbusters II,2600,,Action,Activision,0.2,0.01,0.0,0.0,0.21,6.0,4.0,,Ghostbusters ,,,Imagineering,,ghostbustersii,,,,,,,,
11045,Breakaway IV,2600,,Puzzle,Sears,0.2,0.01,0.0,0.0,0.21,,,,,,,Amazon Game Studios,,breakawayiv,,,,,,,,
11046,RealSports Baseball,2600,1981.0,Sports,Atari,0.2,0.01,0.0,0.0,0.21,2.0,1.0,,RealSports ,,,Atari Corporation,,realsportsbaseball,,,,,,,,
11047,Now! That's What I Call Music: Dance & Sing,Wii,2011.0,Misc,Unknown,0.0,0.18,0.0,0.04,0.21,,,,,,,,,nowthatswhaticallmusicdancesing,,,,,,,,
11048,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011.0,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,,,,Yu Gi Oh! ,,,Konami,,yugioh5dsworldchampionship2011overthenexus,,,,,,,,
11049,Metal Gear Solid V: The Phantom Pain,X360,2015.0,Action,Konami Digital Entertainment,0.12,0.08,0.0,0.02,0.21,7.8,245.0,7.0,Metal Gear,2015-09-01,,Kojima Productions,Metal Gear Solid V : The Phantom Pain,metalgearsolidvthephantompain,Metal Gear Solid V : The Phantom Pain,X360,20 avis,2015,2015-09-01,9.0,0.0,metalgearsolidvthephantompain
11050,Metal Gear Solid V: The Phantom Pain,X360,2015.0,Action,Konami Digital Entertainment,0.12,0.08,0.0,0.02,0.21,7.8,245.0,7.0,Metal Gear,2015-09-01,,Kojima Productions,Metal Gear Solid V: The Phantom Pain,metalgearsolidvthephantompain,Metal Gear Solid V : The Phantom Pain,X360,20 avis,2015,2015-09-01,9.0,0.0,metalgearsolidvthephantompain
11051,Hasbro Family Game Night 3,X360,2010.0,Misc,Electronic Arts,0.17,0.03,0.0,0.01,0.21,,,,Best of des Jeux en Famille ,,,,Ce soir on joue en famille 3,hasbrofamilygamenight3,,,,,,,,
11052,G.I. Joe: The Rise of Cobra,PS3,2009.0,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,6.0,1.0,3,G.I. Joe ,,,Double Helix,,gijoetheriseofcobra,,,,,,,,
11053,Rayman Raving Rabbids,X360,2007.0,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,,,,,,,,,raymanravingrabbids,,,,,,,,
11054,Viewtiful Joe 2,PS2,2004.0,Action,Capcom,0.1,0.08,0.0,0.03,0.21,7.1,47.0,7.0,Viewtiful Joe,2005-03-30,,Clover Studio,Viewtiful Joe 2,viewtifuljoe2,Viewtiful Joe 2,PS2,15 avis,2005,2005-03-01,8.5,8.15,viewtifuljoe2
11055,Quake III: Revolution,PS2,2001.0,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,8.0,92.0,8,Quake ,,Electronic Arts,id Software,,quakeiiirevolution,,,,,,,,
11059,Pac-Man World 3,PS2,2005.0,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,0.0,0.0,5.0,Pac-Man,2006-06-06,Electronic Arts,Blitz Games,Pac-Man World 3,pacmanworld3,Pac-Man World 3,PS2,2 avis,2006,2006-05-01,6.0,8.0,pacmanworld3
