,Name,Platform,Year,Genre,Publisher,Studio,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,Mois,Date_Sortie,RM_Publisher,RM_Publisher_score,RM_Publisher_rate,RM_Publisher_reviews,RM_Studio,RM_Studio_score,RM_Studio_rate,RM_Studio_reviews,RM_Licence,RM_Licence_score,RM_Licence_rate,RM_Licence_reviews,is_serie,is_top_serie,is_top_studio,is_e3,is_launch_plateform_associated
8804,FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,EA Sports,0.08,0.06,0.0,0.01,0.15,FIFA EA Sports,11,2001-11-01,0.32,8.0,6.0,0.0,0.61,8.9,6.0,0.0,0.63,7.6,6.05,11.0,1,1,1,0,1
8805,Build-A-Bear Workshop: Welcome to Hugsville,DS,2010,Misc,Game Factory,The Game Factory,0.14,0.0,0.0,0.01,0.15,Build-A-Bear Workshop,3,2010-03-01,0.15,6.4,6.0,1.0,0.1,4.9,6.9,1.0,0.93,4.55,4.7,0.0,0,0,0,0,0
8806,Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,Capcom,0.11,0.03,0.0,0.01,0.15,Street Fighter,2,2004-02-01,0.08,7.0,8.1,73.0,0.17,7.0,8.1,73.0,1.03,8.15,8.5,70.0,1,0,1,1,0
8807,Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,Square Enix,0.13,0.0,0.01,0.01,0.15,Final Fantasy,11,2007-11-01,0.81,8.3,8.3,4.0,0.81,8.3,8.3,4.0,0.81,8.3,8.3,4.0,1,1,1,1,0
8808,Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,The Melancholy of Haruhi Suzumiya,0.0,0.0,0.15,0.0,0.15,The Melancholy of Haruhi Suzumiya,1,2007-01-01,0.17,5.0,7.6,15.0,0.17,5.0,7.6,15.0,0.17,5.0,7.6,15.0,0,0,0,0,0
8809,Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,Zombie,0.11,0.03,0.0,0.01,0.15,Shadow Ops: Red Mercury,6,2004-06-01,0.76,4.3,5.25,23.0,0.76,4.3,5.25,23.0,0.76,4.3,5.25,23.0,0,0,0,0,0
8810,Indigo Prophecy,PS2,2005,Adventure,Atari,Quantic Dream,0.07,0.06,0.0,0.02,0.15,Indigo Prophecy,9,2005-09-01,0.28,6.9,6.95,3.0,0.28,6.9,6.95,3.0,0.28,6.9,6.95,3.0,0,0,0,0,0
8811,Mind Zero,PSV,2013,Role-Playing,GungHo,Zerodiv,0.08,0.0,0.04,0.02,0.15,Mind Zero,5,2013-05-01,0.01,6.0,6.9,10.0,0.02,6.0,4.0,2.0,0.02,6.0,4.0,2.0,0,0,0,0,0
8812,World League Soccer,SNES,1991,Sports,Imagineer,Anco,0.0,0.0,0.15,0.0,0.15,World League Soccer,1,1991-01-01,0.16,,,,0.16,,,,0.16,,,,0,0,0,0,0
8813,NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,989 Sports,0.07,0.06,0.0,0.02,0.15,NBA (Sony),2,2001-02-01,2.41,7.6,8.4,0.0,0.15,5.7,8.4,0.0,0.4,5.7,8.4,0.0,0,0,0,0,1
8814,Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,Sandlot,0.06,0.04,0.05,0.01,0.15,Force de DǸfense Terrestre,2,2013-02-01,0.02,6.4,7.35,28.0,0.06,6.4,7.35,28.0,0.06,6.4,7.35,28.0,1,0,0,0,0
8815,Spider-Man: Friend or Foe,Wii,2007,Action,Activision,Next Level Games,0.13,0.01,0.0,0.01,0.15,Spider-Man: Friend or Foe,10,2007-10-01,0.17,6.05,6.75,2.0,0.37,4.6,6.55,3.0,0.37,4.6,6.55,3.0,0,0,0,1,0
8816,Ultimate Board Game Collection,Wii,2007,Misc,Xplosiv,Jack of All Games,0.14,0.0,0.0,0.01,0.15,Ultimate Board Game Collection,8,2007-08-01,0.05,4.6,7.65,1.0,0.01,3.7,5.3,3.0,0.01,3.7,5.3,3.0,1,0,0,0,0
8817,Syndicate,PS3,2012,Shooter,EA Games,Starbreeze,0.07,0.06,0.0,0.02,0.15,Syndicate,2,2012-02-01,0.0,0.0,0.0,0.0,0.01,7.33,7.52,38.0,0.04,7.33,7.5,8.0,1,0,0,0,0
8818,Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,SNK Playmore,0.07,0.06,0.0,0.02,0.15,Samurai Shodown Anthology,3,2008-03-01,0.01,7.0,7.4,17.0,0.07,7.0,8.5,4.0,0.07,7.0,8.5,4.0,1,0,0,0,0
8819,NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,SCEA San Diego Studios,0.14,0.0,0.0,0.01,0.15,NBA (Sony),10,2008-10-01,0.17,7.9,7.4,,0.17,7.9,7.4,,0.17,7.9,7.4,,0,0,0,0,1
8820,Musashi: Samurai Legend,PS2,2005,Role-Playing,Atari,Square Enix,0.07,0.06,0.0,0.02,0.15,Brave Fencer Musashi,3,2005-03-01,0.24,4.05,5.4,3.0,0.21,4.05,8.5,4.0,1.14,8.1,7.7,13.0,0,0,1,0,0
8821,Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,Dimps Corporation,0.0,0.09,0.04,0.02,0.15,Les Chevaliers du Zodiaque (Saint Seiya),9,2015-09-01,0.22,7.05,7.2,13.0,0.31,7.07,6.97,32.5,0.01,7.07,4.5,2.0,0,0,0,0,0
8822,Terraria,PC,2011,Action,Unknown,Re-Logic,0.0,0.13,0.0,0.02,0.15,Terraria,5,2011-05-01,0.15,6.6,7.1,7.0,0.15,6.6,7.1,7.0,0.15,6.6,7.1,7.0,0,0,0,0,0
8823,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,Mercury Steam,0.04,0.07,0.03,0.01,0.15,Castlevania,3,2013-03-01,1.47,7.67,7.43,305.5,0.04,6.4,5.38,217.5,1.12,8.5,7.68,357.5,1,0,0,1,0
8824,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,Namco Bandai Games,Super Robot Taisen,0.0,0.0,0.15,0.0,0.15,Super Robot Taisen,1,2015-01-01,0.19,7.5,7.5,4.0,0.19,7.5,7.5,4.0,0.19,7.5,7.5,4.0,0,0,0,0,0
8825,Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,Harmonix Music Systems,0.11,0.03,0.0,0.01,0.15,Fantasia: Music Evolved,10,2014-10-01,0.6,8.3,7.7,4.0,0.83,8.3,7.7,4.0,0.83,8.3,7.7,4.0,0,0,0,1,0
8826,PokǸmon: Johto Photo Finish: Game Boy Advance Video,GBA,2004,Misc,PokǸmon: Johto Photo Finish: Game Boy Advance Video,PokǸmon: Johto Photo Finish: Game Boy Advance Video,0.11,0.04,0.0,0.0,0.15,PokǸmon: Johto Photo Finish: Game Boy Advance Video,1,2004-01-01,,,,,,,,,,,,,0,0,0,0,0
8827,F1 2001,PS2,2001,Racing,Electronic Arts,EA Sports,0.07,0.06,0.0,0.02,0.15,F1 (EA Sports),9,2001-09-01,1.39,8.4,7.3,0.0,1.57,9.0,8.4,0.0,0.18,9.0,6.2,5.0,0,0,1,0,0
8828,The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,Falcom,0.02,0.0,0.13,0.01,0.15,The Legend of Heroes,11,2014-11-01,0.05,6.5,6.28,3.0,0.01,6.5,7.7,3.0,0.22,6.53,8.03,17.0,0,0,0,1,0
8829,Top Gun: Combat Zones,GC,2002,Simulation,Titus,Titus Software,0.12,0.03,0.0,0.0,0.15,Top Gun,10,2002-10-01,0.02,7.25,6.5,4.0,0.01,6.35,8.2,7.0,0.92,6.15,3.65,15.5,0,0,0,0,0
8830,J-League Victory Goal,SAT,1995,Sports,Sega,Sega,0.0,0.0,0.15,0.0,0.15,Victory Goal,1,1995-01-01,0.22,8.0,8.0,38.0,1.93,8.0,8.0,38.0,1.93,8.0,8.0,38.0,0,0,1,0,0
8831,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision,Bakugan,0.09,0.04,0.0,0.03,0.15,Bakugan,1,2010-01-01,0.17,,,,0.17,,,,0.17,,,,0,0,0,0,0
8832,Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,Sony Computer Entertainment,Ore no Shikabane o Koete Yuke,0.0,0.0,0.15,0.0,0.15,Ore no Shikabane o Koete Yuke,1,2014-01-01,3.64,8.05,7.85,52.0,3.64,8.05,7.85,52.0,0.2,8.05,7.85,52.0,0,0,0,0,0
8833,White Knight Chronicles: Origins,PSP,2011,Role-Playing,Sony Computer Entertainment,Sony Interactive Entertainment,0.0,0.04,0.09,0.02,0.15,White Knight Chronicles,1,2011-01-01,0.2,5.7,5.0,2.0,0.02,5.7,5.0,2.0,0.93,5.7,6.9,13.0,0,0,0,0,0
8834,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment,Marvelous Inc.,0.04,0.0,0.1,0.01,0.15,Return to PopoloCrois: A Story of Seasons Fairytale,3,2015-03-01,0.03,6.0,6.85,6.0,0.06,6.8,6.5,2.0,0.06,6.8,6.5,2.0,0,0,0,0,0
8835,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,Spongebob Squarepants / Fairly Odd Parents Double Pack,0.11,0.04,0.0,0.0,0.15,Spongebob Squarepants / Fairly Odd Parents Double Pack,1,2005-01-01,0.17,,,,0.17,,,,0.17,,,,0,0,0,0,0
8836,History Civil War: Secret Missions,PS2,2008,Shooter,Activision,Cauldron,0.07,0.06,0.0,0.02,0.15,The History Channel,1,2008-01-01,0.21,2.0,3.75,5.0,0.21,2.0,3.75,5.0,0.11,2.0,3.75,5.0,0,0,0,0,0
8837,NHL 09,PS2,2008,Sports,Electronic Arts,EA Canada,0.07,0.06,0.0,0.02,0.15,NHL EA Sports,9,2008-09-01,0.19,4.97,5.08,6.5,0.19,4.97,5.08,6.5,0.5,7.93,7.87,16.0,1,0,1,0,0
8838,Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,EA DICE,0.08,0.05,0.0,0.02,0.15,Mirror's Edge,6,2016-06-01,0.4,7.37,5.72,4.5,1.4,8.03,6.65,539.0,0.06,7.53,7.9,446.5,0,0,1,1,0
8839,Derby Stallion 64,N64,2001,Sports,Media Factory,Derby Stallion,0.0,0.0,0.15,0.0,0.15,Derby Stallion,1,2001-01-01,0.14,,,,0.14,,,,1.13,,,,1,0,0,0,0
8840,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,Platform,Epoch,Doraemon 3: Nobi Dai no Machi SOS!,0.0,0.0,0.09,0.06,0.15,Doraemon 3: Nobi Dai no Machi SOS!,1,2000-01-01,0.06,,,,0.06,,,,0.06,,,,0,0,0,0,0
8841,Space Station Silicon Valley,N64,1997,Adventure,Take-Two Interactive,DMA Design,0.12,0.03,0.0,0.0,0.15,Space Station Silicon Valley,10,1997-10-01,2.32,5.0,5.0,,2.32,5.0,5.0,,2.32,5.0,5.0,,0,0,0,0,0
8842,Dark Rift,N64,1997,Fighting,Vic Tokai,Kronos,0.12,0.03,0.0,0.0,0.15,Dark Rift,1,1997-01-01,0.12,,,,0.12,,,,0.12,,,,0,0,0,0,0
8843,Tokyo Xanadu,PSV,2015,Role-Playing,Nihon Falcom Corporation,Falcom,0.0,0.0,0.15,0.0,0.15,Xanadu,6,2015-06-01,0.29,8.1,8.07,43.0,0.12,7.67,8.15,8.5,0.12,7.67,8.15,8.5,0,0,0,0,0
8844,All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,Acclaim,0.12,0.03,0.0,0.0,0.15,All-Star Baseball,2,2002-02-01,0.33,4.7,6.5,8.0,0.33,4.7,6.5,8.0,0.22,6.6,6.3,8.0,1,0,0,0,0
8845,Burger Island,Wii,2009,Action,Destineer,eGames,0.14,0.0,0.0,0.01,0.15,Burger Island,5,2009-05-01,0.55,8.0,8.0,1.0,0.16,8.0,8.0,1.0,0.16,8.0,8.0,1.0,0,0,0,0,0
8846,Petz: Dogz Talent Show,DS,2009,Simulation,Ubisoft,Ubisoft Nagoya,0.14,0.0,0.0,0.01,0.15,Petz,11,2009-11-01,0.28,7.13,7.4,309.5,0.01,7.13,7.4,309.5,0.07,7.13,7.4,309.5,1,0,1,0,0
8847,T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,DreamWorks Interactive,0.08,0.06,0.0,0.01,0.15,T'ai Fu: Wrath of the Tiger,1,1998-01-01,0.31,5.0,6.3,14.0,0.61,5.0,5.0,2.0,0.61,5.0,5.0,2.0,0,0,0,0,0
8848,Rocky,XB,2002,Fighting,Rage Software,Rage Software,0.11,0.03,0.0,0.01,0.15,Rocky,11,2002-11-01,0.07,5.5,7.68,11.5,0.07,5.5,7.68,11.5,0.86,7.3,7.68,11.5,0,0,0,0,0
8849,Ford Racing 2,XB,2003,Racing,Empire Interactive,Razorworks Studios,0.11,0.03,0.0,0.01,0.15,Ford Racing,11,2003-11-01,0.23,4.9,6.0,3.0,0.02,6.17,6.0,2.0,0.86,5.3,5.8,2.0,0,0,0,0,0
8850,Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,Vanillaware,0.02,0.03,0.08,0.02,0.15,Odin Sphere: Leifthrasir,6,2016-06-01,0.01,7.2,6.05,4.0,0.38,7.85,8.1,181.0,0.38,7.85,8.1,181.0,0,0,0,0,0
8851,Sam & Max: Season One,Wii,2008,Adventure,JoWood Productions,Telltale Games,0.13,0.01,0.0,0.01,0.15,Sam & Max: Season One,10,2008-10-01,0.04,8.6,8.6,1.0,0.1,8.6,8.6,1.0,0.1,8.6,8.6,1.0,0,0,0,0,0
8852,Virtua Tennis 4,Wii,2011,Sports,Sega,Sega,0.05,0.08,0.0,0.02,0.15,Virtua Tennis,4,2011-04-01,0.46,6.22,6.6,66.0,0.46,6.22,6.6,66.0,0.46,6.22,6.6,66.0,1,0,1,0,1
8853,Tetris Attack,SNES,1995,Puzzle,Nintendo,Intelligent Systems,0.0,0.0,0.15,0.0,0.15,Tetris Attack,1,1995-01-01,0.32,8.0,7.58,3.5,0.7,7.0,7.5,4.0,0.7,7.0,7.5,4.0,1,1,1,0,1
8854,Candace Kane's Candy Factory,Wii,2008,Action,Destineer,Destineer,0.14,0.0,0.0,0.01,0.15,Candace Kane's Candy Factory,11,2008-11-01,0.19,4.6,4.6,,0.55,4.6,4.6,,0.55,4.6,4.6,,0,0,0,0,0
8855,BloodRayne 2,XB,2004,Shooter,THQ,Terminal Reality,0.11,0.03,0.0,0.01,0.15,BloodRayne,10,2004-10-01,0.32,5.5,6.8,,0.05,5.5,6.8,,0.11,7.3,8.2,,1,0,0,0,0
8856,Hot Wheels: Beat That!,Wii,2007,Racing,Activision,Eutechnyx,0.13,0.0,0.0,0.01,0.15,Hot Wheels,11,2007-11-01,0.23,5.5,7.1,0.0,0.4,3.25,7.1,1.0,0.23,3.25,5.65,2.0,0,0,0,0,0
8857,Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,Cauldron Ltd.,0.12,0.02,0.0,0.01,0.15,Soldier of Fortune,2,2007-02-01,0.11,5.3,6.7,12.0,0.14,5.3,6.7,12.0,0.23,5.55,6.65,12.0,0,0,0,0,0
8858,Jaws Unleashed,XB,2006,Action,THQ,Appaloosa Interactive,0.11,0.03,0.0,0.01,0.15,Les Dents de la mer,5,2006-05-01,0.6,4.6,7.1,3.0,0.14,7.2,8.17,28.0,0.6,4.6,7.1,3.0,0,0,0,0,0
8859,Pro Yaky? Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,Pro Baseball Spirits,0.0,0.0,0.15,0.0,0.15,Pro Baseball Spirits,1,2009-01-01,0.16,,,,0.16,,,,0.18,,,,0,0,0,0,0
8860,Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,Pipe Dream Interactive,0.07,0.06,0.0,0.02,0.15,Star Trek: Voyager Elite Force,9,2001-09-01,0.91,9.0,8.1,36.0,0.32,6.4,7.8,36.0,0.32,6.4,7.8,36.0,0,0,0,0,0
8861,X-Men: The Official Game,GC,2006,Action,Activision,Hypnos,0.12,0.03,0.0,0.0,0.15,X-Men: The Official Game,5,2006-05-01,0.27,4.9,4.9,,0.27,4.9,4.9,,0.27,4.9,4.9,,1,0,0,0,0
8862,Brain Boost: Gamma Wave,DS,2005,Puzzle,505 Games,Interchannel,0.14,0.0,0.0,0.01,0.15,Devenez un GǸnie,11,2005-11-01,0.18,5.9,7.1,2.0,0.18,5.9,7.1,2.0,0.18,5.9,7.1,2.0,0,0,0,0,0
8863,Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,Radical Entertainment,0.12,0.01,0.0,0.01,0.15,Scarface: The World is Yours,10,2007-10-01,0.41,6.72,6.8,51.5,0.41,6.72,6.8,51.5,0.41,6.72,6.8,51.5,0,0,0,0,0
8864,Rock Band: Metal Track Pack,X360,2009,Misc,MTV Games,Harmonix Music Systems,0.14,0.0,0.0,0.01,0.15,Rock Band,9,2009-09-01,1.31,7.97,8.23,45.5,1.31,7.97,8.23,45.5,1.31,7.97,8.23,45.5,1,0,0,0,0
8865,Chessmaster II,PS,1998,Strategy,Mindscape,Starsphere Interactive,0.08,0.06,0.0,0.01,0.15,Chessmaster,1,1998-01-01,0.06,,,,0.06,,,,0.06,,,,1,0,0,0,0
8866,All-Star Baseball 2003,GBA,2002,Sports,Acclaim Entertainment,Software Creations,0.11,0.04,0.0,0.0,0.15,All-Star Baseball,5,2002-05-01,0.13,7.0,6.55,30.0,0.17,7.0,6.55,30.0,0.15,8.3,8.0,30.0,1,0,0,0,0
8867,Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,Artificial Mind and Movement,0.11,0.03,0.0,0.01,0.15,Scooby-Doo,3,2004-03-01,0.45,5.25,7.8,,0.22,5.2,7.0,,0.45,5.25,7.8,,0,0,0,0,0
8868,Winning Post 4,PS,1999,Sports,Tecmo Koei,Koei,0.0,0.0,0.14,0.01,0.15,Winning Post,1,1999-01-01,0.2,5.0,5.0,1.0,0.07,5.0,5.0,1.0,0.3,5.0,5.0,1.0,0,0,0,0,0
8869,Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,Visual Concepts,0.14,0.0,0.0,0.01,0.15,Major League Baseball 2K,1,2013-01-01,0.03,8.0,7.55,43.0,0.03,8.0,7.55,43.0,0.04,7.5,6.88,3.0,0,0,1,0,0
8870,DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,Activision,0.1,0.04,0.0,0.01,0.15,DreamWorks Super Star Kartz,11,2011-11-01,0.18,4.0,2.5,1.0,0.19,6.0,7.0,5.0,0.19,6.0,7.0,5.0,0,0,0,0,0
8871,Pro Baseball Spirits 2015,PS3,2015,Action,Konami Digital Entertainment,Pro Baseball Spirits,0.0,0.0,0.15,0.0,0.15,Pro Baseball Spirits,1,2015-01-01,0.14,7.3,6.77,31.5,0.14,7.3,6.77,31.5,0.09,7.3,6.77,31.5,0,0,0,0,0
8872,187: Ride or Die,PS2,2005,Racing,Ubisoft,Ubisoft,0.07,0.06,0.0,0.02,0.15,187: Ride or Die,8,2005-08-01,0.32,6.2,7.3,4.0,0.72,6.15,7.05,30.0,0.72,6.15,7.05,30.0,0,0,1,0,0
8873,Curious George,GC,2006,Action,Namco Bandai Games,Monkey Bar Games,0.11,0.03,0.0,0.0,0.15,Curious George,1,2006-01-01,0.18,6.7,6.7,3.0,0.18,6.7,6.7,3.0,0.18,6.7,6.7,3.0,0,0,0,0,0
8874,Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,Misc,Strawberry Shortcake: Game Boy Advance Video Volume 1,Strawberry Shortcake: Game Boy Advance Video Volume 1,0.11,0.04,0.0,0.0,0.15,Strawberry Shortcake: Game Boy Advance Video Volume 1,1,2004-01-01,,,,,,,,,,,,,0,0,0,0,0
8875,Armored Core: For Answer,X360,2008,Simulation,Ubisoft,From Software,0.06,0.01,0.07,0.01,0.15,Armored Core,11,2008-11-01,0.22,3.0,7.2,21.5,0.2,6.47,7.2,21.5,0.25,6.33,6.72,17.0,1,0,0,0,0
8876,Geist,GC,2005,Adventure,Nintendo,n-Space,0.11,0.03,0.0,0.0,0.15,Geist,8,2005-08-01,1.46,7.6,8.4,,0.22,7.6,8.4,,0.22,7.6,8.4,,0,0,0,0,0
8877,eJay Clubworld,PS2,2003,Misc,Empire Interactive,UDS,0.07,0.06,0.0,0.02,0.15,eJay,7,2003-07-01,0.92,5.17,6.73,10.0,0.36,5.4,7.4,10.0,0.36,5.4,7.4,10.0,0,0,0,0,0
8878,Cardinal Syn,PS,1998,Fighting,Sony Computer Entertainment,Kronos,0.08,0.06,0.0,0.01,0.15,Cardinal Syn,1,1998-01-01,0.21,,,,0.12,,,,0.12,,,,0,0,0,0,0
8879,Charm Girls Club: Pajama Party,Wii,2009,Misc,Electronic Arts,Electronic Arts,0.14,0.0,0.0,0.01,0.15,Charm Girls Club,10,2009-10-01,0.22,5.7,6.8,,0.25,3.0,6.8,,0.45,3.0,6.8,,0,0,0,0,0
8880,Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,Crawfish Interactive,0.11,0.04,0.0,0.0,0.15,Street Fighter Alpha 3,12,2002-12-01,0.07,8.4,7.73,37.0,0.27,6.65,6.93,4.0,0.27,6.65,6.93,4.0,1,0,0,0,0
8881,The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,D3Publisher,Media.Vision,0.13,0.0,0.0,0.01,0.15,The Wizard of Oz: Beyond The Yellow Brick Road,9,2008-09-01,0.14,7.0,7.0,61.0,0.28,7.05,7.6,34.0,0.28,7.05,7.6,34.0,0,0,0,0,0
8882,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,Mobile Suit Gundam Side Story III: Sabakareshi Mono,0.0,0.0,0.15,0.0,0.15,Mobile Suit Gundam Side Story III: Sabakareshi Mono,1,1997-01-01,0.22,,,,0.22,,,,0.22,,,,0,0,0,0,0
8883,Ridge Racer DS,DS,2004,Racing,Namco Bandai Games,Namco,0.14,0.0,0.0,0.01,0.15,Ridge Racer,12,2004-12-01,0.02,7.7,5.0,1.0,0.2,7.7,8.05,1.0,0.08,5.35,6.1,17.0,1,0,1,0,1
8884,Warriors Orochi 3,PS4,2014,Action,Tecmo Koei,Omega Force,0.04,0.05,0.04,0.02,0.15,Warriors Orochi 3,4,2014-04-01,0.05,5.0,4.08,7.5,0.3,7.6,7.8,18.0,0.3,7.6,7.8,18.0,0,0,0,0,0
8885,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Adventure,Sega,Her Interactive,0.14,0.0,0.0,0.01,0.15,Nancy Drew: The White Wolf of Icicle Creek,12,2008-12-01,0.76,6.03,6.85,58.5,0.76,6.03,6.85,58.5,0.76,6.03,6.85,58.5,0,0,0,0,0
8886,Super Street Fighter II,GEN,1993,Fighting,Capcom,Capcom,0.0,0.0,0.15,0.0,0.15,Street Fighter,1,1993-01-01,0.52,6.3,6.3,6.0,0.8,7.0,7.0,3.0,1.66,8.3,8.3,28.0,0,0,1,0,0
8887,Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Action,Konami Digital Entertainment,Genki,0.0,0.0,0.15,0.0,0.15,Metal Gear,8,2011-08-01,0.02,6.0,6.03,168.5,0.1,5.5,6.03,0.0,0.1,8.0,8.3,181.0,1,1,0,1,0
8888,Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,8ing,0.0,0.0,0.15,0.0,0.15,Dragon Ball,1,2006-01-01,0.16,7.1,8.0,3.0,0.44,7.1,7.7,3.0,1.66,7.1,7.8,59.0,0,0,0,0,0
8889,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,Sports,Konami Digital Entertainment,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,0.0,0.0,0.14,0.01,0.15,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,1,2000-01-01,0.17,6.3,6.3,3.0,0.17,6.3,6.3,3.0,0.17,6.3,6.3,3.0,0,0,0,0,0
8890,Brain Boost: Beta Wave,DS,2005,Puzzle,505 Games,Interchannel,0.14,0.0,0.0,0.01,0.15,Brain Boost: Beta Wave,11,2005-11-01,0.07,4.0,4.0,,0.15,4.0,4.0,,0.15,4.0,4.0,,0,0,0,0,0
8891,Power Pro Kun Pocket 9,DS,2006,Sports,Konami Digital Entertainment,Konami,0.0,0.0,0.15,0.0,0.15,Powerful Pro Baseball,1,2006-01-01,0.16,,,,0.21,,,,0.1,,,,0,0,1,0,0
8892,Rubik's World,Wii,2008,Puzzle,Game Factory,Two Tribes,0.13,0.01,0.0,0.01,0.15,Rubik's World,11,2008-11-01,0.12,6.6,6.0,1.0,0.12,6.6,6.0,1.0,0.12,6.6,6.0,1.0,0,0,0,0,0
8893,Gallop & Ride!,Wii,2008,Sports,THQ,Sproing Interactive Media,0.14,0.0,0.0,0.01,0.15,Gallop & Ride!,11,2008-11-01,0.22,7.4,6.35,5.0,0.06,7.0,9.0,1.0,0.06,7.0,9.0,1.0,0,0,0,0,0
8894,Shenmue II,DC,2001,Adventure,Sega,Sega AM2,0.0,0.0,0.15,0.0,0.15,Shenmue,11,2001-11-01,0.19,7.0,8.35,17.0,0.19,7.0,8.35,17.0,1.18,8.0,9.0,176.0,1,0,1,0,0
8895,Major League Baseball 2K8,PS2,2008,Sports,Bethesda Softworks,2K Sports,0.07,0.06,0.0,0.02,0.15,Major League Baseball 2K,3,2008-03-01,0.61,7.0,5.9,,0.21,8.2,8.2,,0.61,7.0,5.9,,0,0,0,0,0
8896,Capcom Classics Collection,XB,2005,Misc,Capcom,Digital Eclipse,0.11,0.03,0.0,0.01,0.15,Capcom Classics Collection,9,2005-09-01,0.15,7.4,8.7,1.0,3.98,5.05,5.4,1.0,3.98,5.05,5.4,1.0,0,0,0,0,0
8897,Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,Black Ops Entertainment,0.07,0.06,0.0,0.02,0.15,Fugitive Hunter: War on Terror,11,2003-11-01,1.06,4.9,7.75,5.0,0.12,5.6,8.0,5.0,0.12,5.6,8.0,5.0,0,0,0,0,0
8898,The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,Radical Entertainment,0.11,0.03,0.0,0.0,0.15,The Incredible Hulk: Ultimate Destruction,8,2005-08-01,0.54,6.93,7.53,17.5,0.54,6.93,7.53,17.5,0.54,6.93,7.53,17.5,0,0,0,0,0
8899,Prince of Persia: The Two Thrones,GC,2005,Action,Ubisoft,Ubisoft,0.11,0.03,0.0,0.0,0.15,Prince of Persia,12,2005-12-01,0.21,7.25,7.55,109.0,0.47,5.9,8.2,109.0,0.58,7.75,7.65,91.0,1,0,1,0,1
8900,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,Adventure,Banpresto,Ore no Im��to,0.0,0.0,0.15,0.0,0.15,Ore no Im��to,1,2011-01-01,0.3,6.95,7.0,31.0,0.3,6.95,7.0,31.0,0.3,6.95,7.0,31.0,0,0,0,0,0
8901,Baseball Blast!,Wii,2009,Sports,Take-Two Interactive,WayForward,0.14,0.0,0.0,0.01,0.15,Baseball Blast!,9,2009-09-01,0.36,8.0,7.4,2.0,0.3,6.6,8.0,2.0,0.3,6.6,8.0,2.0,0,0,0,0,1
8902,Pac-Man World 3,XB,2005,Platform,Namco Bandai Games,Blitz Games,0.11,0.04,0.0,0.01,0.15,Pac-Man,11,2005-11-01,0.57,7.77,8.28,45.5,0.38,5.25,5.82,3.0,0.11,6.6,7.2,1.0,1,0,0,0,0
